correction_id,target,wiki_path,column_name,status,edited_line_no,old_desc,new_desc,notes
V_Fact_SnapshotCustomer_FromDateID.CommunicationLanguageID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_mimo.md,CommunicationLanguageID,dry_run,251,"Computed in source (transform kind not classified). Formula: `,Date ,WeekNumberYear ,CalendarYearMonth ,CalendarQuarter ,CalendarYear ,PlayerLevelID ,Name AS ClubTier ,RegulationID ,Name AS Regulation …`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel`, `main.bi_output.bi_output_vg_date`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation` (+1 more))",Preferred communication language (may differ from interface language). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CommunicationLanguageID (CC). FK to Dim_Language. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.CommunicationLanguageID
V_Fact_SnapshotCustomer_FromDateID.RegulationID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_mimo.md,RegulationID,dry_run,240,"Computed in source (transform kind not classified). Formula: `,Date ,WeekNumberYear ,CalendarYearMonth ,CalendarQuarter ,CalendarYear ,PlayerLevelID ,Name AS ClubTier ,RegulationID`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel`, `main.bi_output.bi_output_vg_date`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked`)",Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to Dim_Regulation. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RegulationID
Dim_PlayerStatus.CanDeposit,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_parentcid.md,CanDeposit,dry_run,200,"Computed in source (transform kind not classified). Formula: `,Gender ,Manager ,Country ,Region ,Language ,Club ,Regulation ,RegisteredReal ,FirstDepositDate ,Seniority ,DaysAsPI ,CopyType ,PortfolioType ,GuruStatusID …`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked`, `main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailypanel_copy`)","Whether the user can add funds to their account. False for full-block statuses (IsBlocked=1), close-only/pending statuses (9, 13, 15), status 10 (Deposit Blocked), and status 11 (Social Index).",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md.CanDeposit
Dim_PlayerStatus.CanDeposit,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_revenue.md,CanDeposit,dry_run,283,"Computed in source (transform kind not classified). Formula: `, RevenueMetricCategory ,PlayerLevelID ,Name AS ClubTier ,RegulationID ,Name AS Regulation ,VerificationLevelID ,Name AS VerificationLevel…`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_verificationlevel`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel` (+2 more))","Whether the user can add funds to their account. False for full-block statuses (IsBlocked=1), close-only/pending statuses (9, 13, 15), status 10 (Deposit Blocked), and status 11 (Social Index).",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md.CanDeposit
V_Fact_SnapshotCustomer_FromDateID.AccountManagerID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_revenue.md,AccountManagerID,dry_run,264,"Computed in source (transform kind not classified). Formula: `, DateID , CalendarYearMonth , CalendarQuarter , CalendarYear , STRING(RealCID) AS RealCID , InstrumentTypeID , InstrumentType , IsSettled …`. (Tier 2 — from `main.bi_output.bi_ouput_v_dim_Instrumenttype`, `main.bi_output.bi_output_vg_date`, `main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_revenue_generating_actions`)",Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.AccountManagerID
V_Fact_SnapshotCustomer_FromDateID.CommunicationLanguageID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_revenue.md,CommunicationLanguageID,dry_run,268,"Computed in source (transform kind not classified). Formula: `, DateID , CalendarYearMonth , CalendarQuarter , CalendarYear , STRING(RealCID) AS RealCID , InstrumentTypeID , InstrumentType , IsSettled …`. (Tier 2 — from `main.bi_output.bi_ouput_v_dim_Instrumenttype`, `main.bi_output.bi_output_vg_date`, `main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_revenue_generating_actions`)",Preferred communication language (may differ from interface language). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CommunicationLanguageID (CC). FK to Dim_Language. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.CommunicationLanguageID
V_Fact_SnapshotCustomer_FromDateID.RegulationID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_revenue.md,RegulationID,dry_run,257,"Computed in source (transform kind not classified). Formula: `, DateID , CalendarYearMonth , CalendarQuarter , CalendarYear , STRING(RealCID) AS RealCID , InstrumentTypeID , InstrumentType , IsSettled …`. (Tier 2 — from `main.bi_output.bi_ouput_v_dim_Instrumenttype`, `main.bi_output.bi_output_vg_date`, `main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_fact_revenue_generating_actions`)",Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to Dim_Regulation. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RegulationID
Dim_PlayerStatus.CanDeposit,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_volume_amount.md,CanDeposit,dry_run,274,"Computed in source (transform kind not classified). Formula: `,InstrumentType ,PlayerLevelID ,Name AS ClubTier ,RegulationID ,Name AS Regulation ,VerificationLevelID ,Name AS VerificationLevel ,fs…`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_verificationlevel`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel` (+2 more))","Whether the user can add funds to their account. False for full-block statuses (IsBlocked=1), close-only/pending statuses (9, 13, 15), status 10 (Deposit Blocked), and status 11 (Social Index).",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md.CanDeposit
V_Fact_SnapshotCustomer_FromDateID.AccountManagerID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_volume_amount.md,AccountManagerID,dry_run,255,"Computed in source (transform kind not classified). Formula: `,CalendarYearMonth ,CalendarQuarter ,CalendarYear ,InstrumentType ,PlayerLevelID ,Name AS ClubTier ,RegulationID ,Name AS Regulation ,f…`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation`, `main.bi_output.bi_output_vg_date`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel` (+2 more))",Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.AccountManagerID
V_Fact_SnapshotCustomer_FromDateID.CommunicationLanguageID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_volume_amount.md,CommunicationLanguageID,dry_run,259,"Computed in source (transform kind not classified). Formula: `,CalendarYearMonth ,CalendarQuarter ,CalendarYear ,InstrumentType ,PlayerLevelID ,Name AS ClubTier ,RegulationID ,Name AS Regulation ,f…`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation`, `main.bi_output.bi_output_vg_date`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel` (+2 more))",Preferred communication language (may differ from interface language). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CommunicationLanguageID (CC). FK to Dim_Language. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.CommunicationLanguageID
V_Fact_SnapshotCustomer_FromDateID.RegulationID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_volume_amount.md,RegulationID,dry_run,248,"Computed in source (transform kind not classified). Formula: `,CalendarYearMonth ,CalendarQuarter ,CalendarYear ,InstrumentType ,PlayerLevelID ,Name AS ClubTier ,RegulationID`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel`, `main.bi_output.bi_output_vg_date`, `main.bi_output.bi_ouput_v_dim_instrumenttype` (+1 more))",Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to Dim_Regulation. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RegulationID
V_Fact_SnapshotCustomer_FromDateID.AccountManagerID,cascade-uc,knowledge/UC_generated/bi_output/Views/finance_tables_functions_revenue_trading_fees.md,AccountManagerID,dry_run,152,"Computed flag (CASE expression in source). Formula: `RealCID , -1 * Amount AS TradingFee , CASE WHEN ActionTypeID = 36 AND CompensationReasonID = 117 THEN 'Administrationfee' WHEN ActionTypeID = 36 AND CompensationReasonID …`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction`)",Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.AccountManagerID
V_Fact_SnapshotCustomer_FromDateID.CommunicationLanguageID,cascade-uc,knowledge/UC_generated/bi_output/Views/finance_tables_functions_revenue_trading_fees.md,CommunicationLanguageID,dry_run,145,"Computed flag (CASE expression in source). Formula: `RealCID , -1 * Amount AS TradingFee , CASE WHEN ActionTypeID = 36 AND CompensationReasonID = 117 THEN 'Administrationfee' WHEN ActionTypeID = 36 AND CompensationReasonID …`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction`)",Preferred communication language (may differ from interface language). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CommunicationLanguageID (CC). FK to Dim_Language. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.CommunicationLanguageID
V_Fact_SnapshotCustomer_FromDateID.GCID,cascade-uc,knowledge/UC_generated/bi_output/Views/finance_tables_functions_revenue_trading_fees.md,GCID,dry_run,135,"Computed flag (CASE expression in source). Formula: `RealCID , -1 * Amount AS TradingFee , CASE WHEN ActionTypeID = 36 AND CompensationReasonID = 117 THEN 'Administrationfee' WHEN ActionTypeID = 36 AND CompensationReasonID …`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction`)","Global Customer ID — the cross-platform identifier linking RealCID to demo and external systems. Source: Ext_FSC_Real_Customer_Customer (primary), Ext_Dim_Customer_CustomerIdentification_DLT (fallback). (Tier 2 — via Fact_SnapshotCustomer)",cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.GCID
V_Fact_SnapshotCustomer_FromDateID.IsDepositor,cascade-uc,knowledge/UC_generated/bi_output/Views/finance_tables_functions_revenue_trading_fees.md,IsDepositor,dry_run,156,"Computed flag (CASE expression in source). Formula: `RealCID , -1 * Amount AS TradingFee , CASE WHEN ActionTypeID = 36 AND CompensationReasonID = 117 THEN 'Administrationfee' WHEN ActionTypeID = 36 AND CompensationReasonID …`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction`)",1 if the customer has made at least one real-money deposit (FTD detected). Set when CID appears in Ext_FSC_Customer_FirstTimeDeposits. Never reverted to 0 once set. DEFAULT 0. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.IsDepositor
V_Fact_SnapshotCustomer_FromDateID.RegulationID,cascade-uc,knowledge/UC_generated/bi_output/Views/finance_tables_functions_revenue_trading_fees.md,RegulationID,dry_run,150,"Computed flag (CASE expression in source). Formula: `RealCID , -1 * Amount AS TradingFee , CASE WHEN ActionTypeID = 36 AND CompensationReasonID = 117 THEN 'Administrationfee' WHEN ActionTypeID = 36 AND CompensationReasonID …`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction`)",Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to Dim_Regulation. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RegulationID
V_Fact_SnapshotCustomer_FromDateID.SuitabilityTestStatusID,cascade-uc,knowledge/UC_generated/bi_output/Views/finance_tables_functions_revenue_trading_fees.md,SuitabilityTestStatusID,dry_run,159,"Computed flag (CASE expression in source). Formula: `, CASE WHEN ActionTypeID = 36 AND CompensationReasonID = 117 THEN 'Administrationfee' WHEN ActionTypeID = 36 AND CompensationReasonID = 118 THEN 'SpotPriceAdjustment' WHEN Acti…`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction`)",MiFID suitability test completion status. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.SuitabilityTestStatusID (BO). (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.SuitabilityTestStatusID
V_Fact_SnapshotCustomer_FromDateID.UpdateDate,cascade-uc,knowledge/UC_generated/bi_output/Views/finance_tables_functions_revenue_trading_fees.md,UpdateDate,dry_run,149,"Computed flag (CASE expression in source). Formula: `RealCID , -1 * Amount AS TradingFee , CASE WHEN ActionTypeID = 36 AND CompensationReasonID = 117 THEN 'Administrationfee' WHEN ActionTypeID = 36 AND CompensationReasonID …`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction`)",DWH load timestamp. Set to GETDATE() at ETL execution. Not the customer event date. DEFAULT 0 (DDL default is 0 but SP sets GETDATE()). (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.UpdateDate
V_Fact_SnapshotCustomer_FromDateID.AccountManagerID,cascade-uc,knowledge/UC_generated/bi_output/Views/vg_fact_snapshotcustomer_for_emoney_genie.md,AccountManagerID_FromDate_ToDate,dry_run,149,Assigned account manager (sales/retention). FK to Dim_Manager. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.AccountManagerID
V_Fact_SnapshotCustomer_FromDateID.CommunicationLanguageID,cascade-uc,knowledge/UC_generated/bi_output/Views/vg_fact_snapshotcustomer_for_emoney_genie.md,CommunicationLanguageID_FromDate_ToDate,dry_run,135,Preferred communication language (may differ from interface language). FK to Dim_Language. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Preferred communication language (may differ from interface language). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CommunicationLanguageID (CC). FK to Dim_Language. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.CommunicationLanguageID
V_Fact_SnapshotCustomer_FromDateID.GCID,cascade-uc,knowledge/UC_generated/bi_output/Views/vg_fact_snapshotcustomer_for_emoney_genie.md,GCID,dry_run,129,Global Customer ID — cross-platform identifier linking RealCID to demo and external systems. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),"Global Customer ID — the cross-platform identifier linking RealCID to demo and external systems. Source: Ext_FSC_Real_Customer_Customer (primary), Ext_Dim_Customer_CustomerIdentification_DLT (fallback). (Tier 2 — via Fact_SnapshotCustomer)",cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.GCID
V_Fact_SnapshotCustomer_FromDateID.IsDepositor,cascade-uc,knowledge/UC_generated/bi_output/Views/vg_fact_snapshotcustomer_for_emoney_genie.md,IsDepositor_FromDate_ToDate,dry_run,147,1 if customer has made at least one real-money deposit. Never reverted to 0 once set. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),1 if the customer has made at least one real-money deposit (FTD detected). Set when CID appears in Ext_FSC_Customer_FirstTimeDeposits. Never reverted to 0 once set. DEFAULT 0. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.IsDepositor
V_Fact_SnapshotCustomer_FromDateID.RealCID,cascade-uc,knowledge/UC_generated/bi_output/Views/vg_fact_snapshotcustomer_for_emoney_genie.md,CID,dry_run,130,Real (funded) customer ID. Hash distribution key. Primary customer identifier. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Real (funded) customer ID. Hash distribution key. The primary customer identifier in the DWH ecosystem. FK to Dim_Customer (if exists). 46.4M distinct values. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RealCID
V_Fact_SnapshotCustomer_FromDateID.RegulationID,cascade-uc,knowledge/UC_generated/bi_output/Views/vg_fact_snapshotcustomer_for_emoney_genie.md,RegulationID_FromDate_ToDate,dry_run,133,Customer's assigned regulatory jurisdiction. FK to Dim_Regulation. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to Dim_Regulation. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RegulationID
Fact_BillingDeposit.IsAftEligibleAsBool,cascade-uc,knowledge/UC_generated/bi_output/Views/vg_factbillingdeposit_transactionsandattributes.md,AFT_Eligible,dry_run,200,`AFT_Eligible` computed flag. Formula: `CASE WHEN IsAftEligibleAsBool = true THEN 'Yes' ELSE 'No' END`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_billingdeposit`),Whether this deposit was eligible for AFT processing. Extracted from Billing.Deposit PaymentData XML (not Billing.Funding). Defaults to 0 when NULL.,cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md.IsAftEligibleAsBool
Fact_BillingDeposit.IsAftSupportedAsBool,cascade-uc,knowledge/UC_generated/bi_output/Views/vg_factbillingdeposit_transactionsandattributes.md,AFT_Supported,dry_run,199,`AFT_Supported` computed flag. Formula: `-- ====================== -- AFT (Account Funding Transaction) -- ====================== CASE WHEN IsAftSupportedAsBool = true THEN 'Yes' ELSE 'No' END`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_billingdeposit`),Whether Account Funding Transaction (AFT) is supported. Extracted from Billing.Deposit PaymentData XML (not Billing.Funding). Defaults to 0 when NULL.,cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md.IsAftSupportedAsBool
Dim_CashoutStatus.Name,cascade-uc,knowledge/UC_generated/bi_output/Views/vg_factbillingwithdraw_transactionsandattributes.md,WithdrawStatus,dry_run,148,Arithmetic combination of upstream columns. Formula: `-- ====================== -- Status -- ====================== Name`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_cashoutstatus`),"Human-readable status label (e.g. Pending, InProcess, Processed, Canceled, Rejected, etc.). All 17 production values are loaded from staging; the DWH is not limited to 5 values. UNIQUE constraint exists at production level but is not enforced in the DWH DDL.",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CashoutStatus.md.Name
Dim_Country.Region,cascade-uc,knowledge/UC_generated/bi_output/Views/vg_positionsvolumeandattributes_lc4_source.md,Region_as_of_position_date,dry_run,169,"Computed in source (transform kind not classified). Formula: `AccountTypeID AS AccountTypeID_as_of_position_date , Region`. (Tier 2 — literal)","Marketing region label for this country. Loaded from Dictionary.MarketingRegion.Name via JOIN on MarketingRegionID. NOT the geographic region from Dictionary.Region. Up to 21 distinct values (e.g., ""ROW"", ""Africa"", ""French"", ""Arabic""). Used for marketing campaign grouping.",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md.Region
V_Fact_SnapshotCustomer_FromDateID.AccountManagerID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/customer_snapshot_v.md,AccountManagerID,dry_run,248,Assigned account manager (sales/retention). FK to Dim_Manager. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.AccountManagerID
V_Fact_SnapshotCustomer_FromDateID.CommunicationLanguageID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/customer_snapshot_v.md,CommunicationLanguageID,dry_run,252,Preferred communication language (may differ from interface language). FK to Dim_Language. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Preferred communication language (may differ from interface language). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CommunicationLanguageID (CC). FK to Dim_Language. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.CommunicationLanguageID
V_Fact_SnapshotCustomer_FromDateID.GCID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/customer_snapshot_v.md,GCID,dry_run,233,Global Customer ID — cross-platform identifier linking RealCID to demo and external systems. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),"Global Customer ID — the cross-platform identifier linking RealCID to demo and external systems. Source: Ext_FSC_Real_Customer_Customer (primary), Ext_Dim_Customer_CustomerIdentification_DLT (fallback). (Tier 2 — via Fact_SnapshotCustomer)",cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.GCID
V_Fact_SnapshotCustomer_FromDateID.IsDepositor,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/customer_snapshot_v.md,IsDepositor,dry_run,281,1 if customer has made at least one real-money deposit. Never reverted to 0 once set. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),1 if the customer has made at least one real-money deposit (FTD detected). Set when CID appears in Ext_FSC_Customer_FirstTimeDeposits. Never reverted to 0 once set. DEFAULT 0. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.IsDepositor
V_Fact_SnapshotCustomer_FromDateID.RealCID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/customer_snapshot_v.md,RealCID,dry_run,232,Real (funded) customer ID. Hash distribution key. Primary customer identifier. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Real (funded) customer ID. Hash distribution key. The primary customer identifier in the DWH ecosystem. FK to Dim_Customer (if exists). 46.4M distinct values. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RealCID
V_Fact_SnapshotCustomer_FromDateID.RegulationID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/customer_snapshot_v.md,RegulationID,dry_run,241,Customer's assigned regulatory jurisdiction. FK to Dim_Regulation. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to Dim_Regulation. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RegulationID
V_Fact_SnapshotCustomer_FromDateID.AccountManagerID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/ddr_customer_snapshot_scd_v.md,AccountManagerID,dry_run,248,Assigned account manager (sales/retention). FK to Dim_Manager. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.AccountManagerID
V_Fact_SnapshotCustomer_FromDateID.CommunicationLanguageID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/ddr_customer_snapshot_scd_v.md,CommunicationLanguageID,dry_run,252,Preferred communication language (may differ from interface language). FK to Dim_Language. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Preferred communication language (may differ from interface language). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CommunicationLanguageID (CC). FK to Dim_Language. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.CommunicationLanguageID
V_Fact_SnapshotCustomer_FromDateID.FromDateID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/ddr_customer_snapshot_scd_v.md,FromDateID,dry_run,237,Start date of the customer snapshot range (YYYYMMDD integer). (Tier 1 — inherited from Dim_Range wiki),"Start date of the range in YYYYMMDD integer format. Derived from DateRangeID: LEFT(DateRangeID, 8). Range: 20070101 to 20260310. (Tier 2 — via Dim_Range)",cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.FromDateID
V_Fact_SnapshotCustomer_FromDateID.GCID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/ddr_customer_snapshot_scd_v.md,GCID,dry_run,233,Global Customer ID — cross-platform identifier linking RealCID to demo and external systems. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),"Global Customer ID — the cross-platform identifier linking RealCID to demo and external systems. Source: Ext_FSC_Real_Customer_Customer (primary), Ext_Dim_Customer_CustomerIdentification_DLT (fallback). (Tier 2 — via Fact_SnapshotCustomer)",cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.GCID
