schema,table,column,ordinal,wiki_path,wiki_len,wiki_rich,proposed_comment
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,CurrentClub,23,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,188,2,"Customer experience level from EXW_DimUser.Club (Dim_PlayerLevel.Name). Values: Bronze, Silver, Gold, Platinum, Diamond. NULL if no PlayerLevel match. (Tier 2 — SP_DimUser via EXW_DimUser)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,UserRegion_State,24,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,220,2,"State or province from EXW_DimUser.UserRegion_State (Dim_State_and_Province.Name joined on RegionByIP_ID). Populated mainly for US, Canada, and Australia. NULL for most non-US users. (Tier 2 — SP_DimUser via EXW_DimUser)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,IsTestAccount,25,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,192,0,"1 if this GCID is in EXW_TestUsers (internal test accounts), 0 otherwise. Sourced from EXW_DimUser. Always filter IsTestAccount=0 in production analytics. (Tier 2 — SP_DimUser via EXW_DimUser)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,AccountStatusID,27,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,149,2,Account status identifier from DWH_dbo.Dim_Customer. FK to Dim_AccountStatus. (Tier 2 — SP_EXW_CompensationClosingCountries via DWH_dbo.Dim_Customer)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,PlayerStatusID,28,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,147,2,Player status identifier from DWH_dbo.Dim_Customer. FK to Dim_PlayerStatus. (Tier 2 — SP_EXW_CompensationClosingCountries via DWH_dbo.Dim_Customer)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,PlayerStatus,29,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,127,1,"Player status name from DWH_dbo.Dim_PlayerStatus.Name, joined on PlayerStatusID. (Tier 2 — SP_EXW_CompensationClosingCountries)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,PlayerStatusReason,30,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,142,1,"Player status reason from DWH_dbo.Dim_PlayerStatusReasons.Name, joined on PlayerStatusReasonID. (Tier 2 — SP_EXW_CompensationClosingCountries)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,PlayerStatusSubReason,31,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,138,1,Player status sub-reason from DWH_dbo.Dim_PlayerStatusSubReasons.PlayerStatusSubReasonName. (Tier 2 — SP_EXW_CompensationClosingCountries)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,CurrentUSDRate,32,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,172,3,Current AvgPrice for this CryptoID from EXW_Wallet.EXW_PriceDaily at FullDateID=@d_i (=MAX(BalanceDate) as integer YYYYMMDD). (Tier 2 — SP_EXW_CompensationClosingCountries)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,VerificationLevelID,34,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,230,3,"KYC verification level. FK to Dictionary.VerificationLevel. Values: 0=unverified, 1=partial, 2=intermediate, 3=fully verified. Default=0. DWH note: sourced from DWH_dbo.Dim_Customer via #listdc join. (Tier 1 — BackOffice.Customer)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,UserWalletAllowance,35,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,136,1,Current wallet allowance status from EXW_UserSettingsWalletAllowance.UserWalletAllowance. (Tier 2 — SP_EXW_CompensationClosingCountries)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,UserWalletAllowanceBeginDate,36,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,158,1,"Date the current wallet allowance setting took effect, from EXW_UserSettingsWalletAllowance.AllowanceBeginDate. (Tier 2 — SP_EXW_CompensationClosingCountries)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,DateForCurrentBalanceRate,37,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,214,1,The @d scalar value = MAX(BalanceDate) from EXW_FinanceReportsBalancesNew. Applied uniformly to all rows — the date as of which current balance and price are computed. (Tier 2 — SP_EXW_CompensationClosingCountries)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,PlatformUSDCompensationPerGCID,47,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,265,5,"Total platform compensation credits (USD) for this GCID: SUM(Fact_CustomerAction.Amount) WHERE ActionTypeID=36, CompensationReasonID IN (101, 102), Occurred≥'2022-05-01'. GCID-level total (not per-crypto). ISNULL to 0. (Tier 2 — SP_EXW_CompensationClosingCountries)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,WalletDataUSDReimbursementPerGCID,48,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,221,1,Total wallet-side USD reimbursement for this GCID: SUM([Reimbursement USD Balance]) across all CryptoIds from EXW_CompensationClosingCountries. GCID-level total. ISNULL to 0. (Tier 2 — SP_EXW_CompensationClosingCountries)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,WalletVsPlatform,49,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,238,0,"Reconciliation status: 'No Gap' / 'Wallet Above Platform Record for Reason 101,102' / 'Only Platform' / 'Only Wallet Side' / 'Dups' / 'ToCheck'. See Section 2.3 for full classification rules. (Tier 2 — SP_EXW_CompensationClosingCountries)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,MaxPlatformCreditDate,50,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,181,1,"Most recent platform credit date for this GCID: MAX(Occurred) from Fact_CustomerAction, same filter as PlatformUSDCompensationPerGCID. (Tier 2 — SP_EXW_CompensationClosingCountries)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,TotalExtractedUnitsPerCrypto,51,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,256,5,"Total crypto units extracted (withdrawn) post-compensation: SUM(EXW_FactTransactions.Amount) WHERE TransactionTypeID=13, TranStatusID=2, TranDate>'2024-01-18', per GCID × CryptoId. NULL if no extraction found. (Tier 2 — SP_EXW_CompensationClosingCountries)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,TotalExtractedUSDPerCrypto,52,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,173,2,"Total USD value of extractions: SUM(EXW_FactTransactions.AmountUSD), same filter and grouping as TotalExtractedUnitsPerCrypto. (Tier 2 — SP_EXW_CompensationClosingCountries)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,LastExtractionDatePerCrypto,53,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,120,1,"Date of the most recent completed extraction: MAX(TranDate), same filter. (Tier 2 — SP_EXW_CompensationClosingCountries)"
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,LastWalletEntity,54,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,178,0,WalletEntity at the most recent Date in EXW_WalletEntity for this GCID. Reflects the wallet entity as of the latest known snapshot. (Tier 2 — SP_EXW_CompensationClosingCountries)
bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,WalletEntity,55,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,172,0,WalletEntity from EXW_WalletEntity at CompensationDate for this GCID. Reflects the wallet entity at the time of compensation. (Tier 2 — SP_EXW_CompensationClosingCountries)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_accountstatus,AccountStatusID,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,276,2,"Primary key identifying the account state. 1=Open (active account, full platform access), 2=Closed (deactivated, no activity permitted), 0=N/A (DWH placeholder for NULL-safe JOINs). Referenced by Dim_Customer.AccountStatusID. (Tier 1 - upstream wiki, Dictionary.AccountStatus)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_accounttype,AccountTypeID,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,326,2,"Primary key identifying the account classification. Production source (Dictionary.AccountType) defines 17 categories (1=Private through 17=Funded Employee Account); 0 is a DWH placeholder. Controls feature access, regulatory treatment, fee structures, and compliance monitoring level. Referenced by Dim_Customer.AccountTypeID."
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_campaign,InsertDate,10,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Campaign.md,185,1,ETL load date. For ID=0 placeholder: set to @ddate (CAST(GETDATE() AS DATE) = midnight). Would be GETDATE() for live rows if INSERT were active. (Tier 2 - SP_Dictionaries_DL_To_Synapse)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_cashoutfeegroup,CashoutFeeGroupID,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CashoutFeeGroup.md,251,2,"Primary key identifying the fee group. 1=Default (standard fees), 2=Exempt (no fees), 3=Discount (reduced fees). Stored on customer records; drives withdrawal fee calculation via Trade.CashoutRange. (Tier 1 - upstream wiki, Dictionary.CashoutFeeGroup)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_closepositionreason,Name,1,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ClosePositionReason.md,277,1,"DWH rename of production ClosePositionActionName. Human-readable closure trigger label. E.g., ""Customer"", ""Stop Loss"", ""Hierarchical Close"", ""BSL"". Used in account statements, trading reports, and position analytics. (Tier 1 - upstream wiki, Dictionary.ClosePositionActionType)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_compensationreason,ParentID,1,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CompensationReason.md,311,1,"Parent reason ID for 2-level hierarchy. NULL for root categories. Non-null values point directly to a root category row. Roots: 1=Custom, 4=Marketing, 9=Accounting/Ops, 10=R&D, 16=ACT, 23=Obsolete, 35=MT4, 45=Dividend, 48=Inactivity Fee For Non Depositor. (Tier 1 - upstream wiki, BackOffice.CompensationReason)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_compensationreason,Name,2,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CompensationReason.md,220,1,"Human-readable reason label used in BackOffice UI and reports. E.g., ""Satisfaction Bonus"", ""Cash Dividend"", ""Dormant Fee"". Passed through unchanged from production. (Tier 1 - upstream wiki, BackOffice.CompensationReason)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_compensationreason,StatusID,4,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CompensationReason.md,219,2,Active record flag hardcoded to 1 for all rows by SP_Dictionaries_DL_To_Synapse. Not from production BackOffice.CompensationReason. No filtering value - all rows have StatusID=1. (Tier 2 - SP_Dictionaries_DL_To_Synapse)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_costconfigurationid,CostConfigurationId,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CostConfigurationId.md,289,0,"Primary key. Integer identifier for the cost configuration type. Maps to: 1=MarkupReal, 2=MarkupCfd, 3=TicketFee, 4=CurrencyConversionMarkup. DWH note: sourced from Id column in HistoryCosts staging (renamed to avoid collision with the name field). (Tier 2 - SP_Dictionaries_DL_To_Synapse)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_country,Name,3,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,157,1,"Full country name in English. Unique per row. Used in UI dropdowns, compliance documents, and analytical reports. (Tier 1 - Dictionary.Country upstream wiki)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_country,MarketingRegionManualName,18,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,272,0,"Manual override name for the marketing region, from Ext_Dim_Country. May differ from Region (e.g., Albania: Region=ROE, MarketingRegionManualName=CEE). Used when the automated MarketingRegion label needs a business-friendly correction. (Tier 3 - Ext_Dim_Country live data)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_customerchangetype,Name,1,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CustomerChangeType.md,299,1,"Name of the Dim_Customer field being tracked for changes. Values are field names (e.g., ""CountryID"", ""PlayerStatusID"") — see Section 2.1 for the full value map. Use this to understand which customer attribute changed in a fact table change event. (Tier 3 — live data, DWH_dbo.Dim_CustomerChangeType)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_executionoperationtype,OperationTypeId,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExecutionOperationType.md,166,0,Nullable integer code identifying the trading execution operation type. Not a primary key (column is defined as int NULL). Populated by SP_Dictionaries_DL_To_Synapse.
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_instrument,StatusID,5,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,102,1,Hardcoded to 1 for all data rows; NULL for sentinel row (InstrumentID=0). (Tier 2 — SP_Dim_Instrument)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_instrument,BuyCurrencyID,6,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,182,2,Buy-side currency abbreviation. For forex: base currency code; for stocks: the asset code (BuyCurrencyID=InstrumentID). Inherited from Trade.Instrument (Tier 1 - Trade.GetInstrument)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_instrument,InsertDate,16,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,104,0,ETL housekeeping timestamp. Set to GETDATE() at each SP_Dim_Instrument run. (Tier 2 — SP_Dim_Instrument)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_instrument_correlation,SampleSize,3,knowledge/synapse/Wiki/DWH_dbo/Views/Dim_Instrument_Correlation.md,260,0,Number of hourly candle data points where both instruments had valid prices in the 3-month lookback window. Higher values = more reliable correlation estimate. Low values (< 100) indicate sparse data. (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_instrument_correlation,StandardDeviation_a,4,knowledge/synapse/Wiki/DWH_dbo/Views/Dim_Instrument_Correlation.md,247,0,Population standard deviation of hourly price returns for InstrumentID_a over the 3-month window. Computed via STDEVP(PriceChange). Always > 0 (HAVING clause excludes zero-variance rows). (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_instrument_correlation,StandardDeviation_b,5,knowledge/synapse/Wiki/DWH_dbo/Views/Dim_Instrument_Correlation.md,247,0,Population standard deviation of hourly price returns for InstrumentID_b over the 3-month window. Computed via STDEVP(PriceChange). Always > 0 (HAVING clause excludes zero-variance rows). (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_instrument_correlation,Covariance,6,knowledge/synapse/Wiki/DWH_dbo/Views/Dim_Instrument_Correlation.md,223,3,Raw covariance between the hourly price returns of the two instruments. Formula: sum(a*b)/n - (sum(a)*sum(b))/n^2. Used as numerator in PearsonCorrelation formula. (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_instrument_correlation,PearsonCorrelation,7,knowledge/synapse/Wiki/DWH_dbo/Views/Dim_Instrument_Correlation.md,318,0,Pearson correlation coefficient between the two instruments' hourly price returns over the 3-month window. Range -1.0 (perfect negative) to +1.0 (perfect positive). 0 = no linear correlation. Formula: Covariance / (StandardDeviation_a * StandardDeviation_b). (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_instrument_correlation,InsertDate,8,knowledge/synapse/Wiki/DWH_dbo/Views/Dim_Instrument_Correlation.md,146,0,Timestamp when the correlation row was first computed. Set to GETDATE() by the ETL SP. (Tier 2 — via Dim_Instrument_Correlation_UnionedPartitions)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_language,Name,1,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Language.md,126,1,Language display name. UNIQUE constraint. Used in back-office language selectors and reporting. (Tier 1 — Dictionary.Language)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_mifidcategorization,Name,1,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MifidCategorization.md,132,1,Human-readable classification label. Used in compliance dashboards and regulatory reports. (Tier 1 — Dictionary.MifidCategorization)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_paymentstatus,Name,1,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PaymentStatus.md,153,1,Human-readable status label. UNIQUE constraint. Used in back-office payment management UI and reconciliation reports. (Tier 1 — Dictionary.PaymentStatus)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel,Name,1,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerLevel.md,197,1,"Tier display name: Bronze, Silver, Gold, Platinum, Platinum Plus, Diamond, Internal, N/A. Used in BackOffice reporting JOINs and customer-facing UI. (Tier 1 - upstream wiki, Dictionary.PlayerLevel)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus,Name,1,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md,271,1,"Human-readable restriction state label. Unique per status. Used in BackOffice UI, compliance reports, and monitoring dashboards. Note: some values have trailing spaces in live data -- apply RTRIM() for string comparisons. (Tier 1 - upstream wiki, Dictionary.PlayerStatus)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus,IsBlocked,2,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md,265,1,"Master block flag. 1 for statuses 2, 4, 6, 7, 8, 14 -- ALL capabilities disabled including login. 0 for statuses where individual CanX flags control granular permissions. Checked by login and order entry procedures. (Tier 1 - upstream wiki, Dictionary.PlayerStatus)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus,CanEditPosition,3,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md,193,1,"Whether the user can modify existing position parameters (SL/TP/trailing stop). False when IsBlocked=1 and for close-only statuses (9, 13, 15). (Tier 1 - upstream wiki, Dictionary.PlayerStatus)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus,CanOpenPosition,4,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md,208,1,"Whether the user can open new trading positions. False when IsBlocked=1 and for close-only statuses (9, 13, 15). True for all active/warning/partial statuses. (Tier 1 - upstream wiki, Dictionary.PlayerStatus)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus,CanClosePosition,5,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md,228,1,"Whether the user can close existing positions. True even for most restricted statuses -- regulators require users to be able to exit. Only IsBlocked=1 statuses set this to False. (Tier 1 - upstream wiki, Dictionary.PlayerStatus)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus,CanDeposit,6,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md,193,0,"Whether the user can add funds to their account. False for full-block statuses (IsBlocked=1), close-only/pending statuses (9, 13, 15), status 10 (Deposit Blocked), and status 11 (Social Index)."
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus,CanRequestWithdraw,7,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md,199,1,"Whether the user can request withdrawals. False for full-block statuses (IsBlocked=1), close-only statuses (9, 13, 15), and status 11 (Social Index). (Tier 1 - upstream wiki, Dictionary.PlayerStatus)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus,CanLogin,8,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md,202,3,"Whether the user can authenticate and access the platform. When false, login attempts are rejected at the gate. Checked by History.LogIn and History.LogInIB procedures (Tier 1 - Dictionary.PlayerStatus)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus,CanChatAndPost,9,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md,209,1,"Whether the user can post to the social feed or chat. False when IsBlocked=1 and for status 3 (Chat Blocked). True for all other statuses including close-only. (Tier 1 - upstream wiki, Dictionary.PlayerStatus)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus,CanBeCopied,10,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md,268,1,"Whether other users can start copying this user's trades. False when IsBlocked=1. Used to hide restricted users from the CopyTrader marketplace. Note: CanCopy (whether THIS user can copy others) is NOT loaded into DWH. (Tier 1 - upstream wiki, Dictionary.PlayerStatus)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_playerstatusreasons,Name,1,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatusReasons.md,422,1,"Human-readable reason label (nullable). Key values: None (0), Failed Verification (1), Chargeback (5), AML-Account Closed (6), HRC (7), AML (10), AML review (11), WCH match (18), Right to be forgotten (20), Self-Service (21), eToro Money Restriction (33), Abusive Trading (34), Hacked Account (35), Tax (41). Used in BackOffice reporting and customer history views. (Tier 1 - upstream wiki, Dictionary.PlayerStatusReasons)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_positionhedgeserverchangelog_snapshot,PositionID,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PositionHedgeServerChangeLog_Snapshot.md,275,1,The position whose hedge-server assignment is tracked. References Trade.PositionTbl.PositionID (implicit). A position can appear in multiple rows representing successive hedge-server assignment periods (SCD Type 2). No OperationSummaryID column exists in this snapshot table.
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_positionhedgeserverchangelog_snapshot,HedgeServerID,1,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PositionHedgeServerChangeLog_Snapshot.md,192,2,"The hedge server ID the position was moved to. After this operation, Trade.PositionTbl.HedgeServerID equals this value for the affected position. (Tier 1 — Trade.PositionsHedgeServerChangeLog)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_positionhedgeserverchangelog_snapshot,FromDate,2,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PositionHedgeServerChangeLog_Snapshot.md,229,0,Start date of this hedge server assignment (YYYYMMDD int). For initial position open: equals OpenDateID. For subsequent changes: equals the date the change took effect. (Tier 2 — SP_Dim_PositionHedgeServerChangeLog_DL_To_Synapse)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_positionhedgeserverchangelog_snapshot,ToDate,3,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PositionHedgeServerChangeLog_Snapshot.md,224,0,End date of this hedge server assignment (YYYYMMDD int). 20991231=currently active. For closed/changed records: the last day this assignment was valid (inclusive). (Tier 2 — SP_Dim_PositionHedgeServerChangeLog_DL_To_Synapse)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_positionhedgeserverchangelog_snapshot,UpdateDate,4,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PositionHedgeServerChangeLog_Snapshot.md,164,0,ETL load timestamp (GETDATE()). All rows share same timestamp per daily ETL run. Last seen: 2026-02-27. (Tier 2 — SP_Dim_PositionHedgeServerChangeLog_DL_To_Synapse)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_regulation,Name,1,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Regulation.md,179,2,"Short code for the regulation. Used in V_Dim_Customer and analytics dashboards. Values match production Dictionary.Regulation.Name. (Tier 1 - upstream wiki, Dictionary.Regulation)"
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_screeningstatus,Name,1,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ScreeningStatus.md,178,1,Internal code name for the screening outcome. Passthrough from ScreeningService.Dictionary.ScreeningStatus. Used in compliance reporting and case management. (Tier 3 - live data)
dwh,gold_sql_dp_prod_we_dwh_dbo_dim_verificationlevel,Name,1,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_VerificationLevel.md,233,1,"Display label for the tier. ""Level 0"" through ""Level 3"". Used in BackOffice UI, compliance reports, and customer analytics. Nullable by DDL but all production rows are populated. (Tier 1 — upstream wiki, Dictionary.VerificationLevel)"
dwh,gold_sql_dp_prod_we_dwh_dbo_fact_billingdeposit,IsRecurring,131,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,189,3,"ETL ISNULL(Recurring.IsRecurring,0) from OUTER APPLY (SELECT 1 AS IsRecurring FROM etoro_Billing_RecurringDeposit WHERE DepositID=d.DepositID) Recurring. (Tier 2 — Billing.RecurringDeposit)"
dwh,gold_sql_dp_prod_we_dwh_dbo_fact_customeraction,IsReOpen,44,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.md,152,1,1=this position was reopened from ReopenForPositionID. CASE WHEN ReopenForPositionID NOT NULL ⇒1 else0 default. (Tier 2 — SP_Dim_Position_DL_To_Synapse)
dwh,gold_sql_dp_prod_we_dwh_dbo_fact_customeraction,CommissionOnCloseOrig,45,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.md,163,1,CASE WHEN ReopenForPositionID IS NOT NULL THEN CommissionOnClose ELSE 0 — preserves naive close commission before netting. (Tier 2 — SP_Dim_Position_DL_To_Synapse)
dwh,gold_sql_dp_prod_we_dwh_dbo_fact_customerunrealized_pnl,GuruCopiesPNL,34,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,188,2,Unrealized PnL from guru-connected copy positions (ConnectedGuruCopies = 1 AND MirrorID > 0). ConnectedGuruCopies = 1 means ParentPositionID != 0. (Tier 2 — SP_Fact_CustomerUnrealized_PnL)
dwh,gold_sql_dp_prod_we_dwh_dbo_fact_customerunrealized_pnl_userapi,DateModified,1,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL_UserAPI.md,108,0,Date in YYYYMMDD format. PK component. JOINs to Dim_Date. (Tier 2 — Fact_CustomerUnrealized_PnL passthrough)
dwh,gold_sql_dp_prod_we_dwh_dbo_fact_customerunrealized_pnl_userapi,PositionPnL,2,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL_UserAPI.md,98,0,Total unrealized PnL across all open positions. (Tier 2 — Fact_CustomerUnrealized_PnL passthrough)
dwh,gold_sql_dp_prod_we_dwh_dbo_fact_customerunrealized_pnl_userapi,CopyPositionPnL,3,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL_UserAPI.md,99,0,Unrealized PnL from copy trading positions only. (Tier 2 — Fact_CustomerUnrealized_PnL passthrough)
dwh,gold_sql_dp_prod_we_dwh_dbo_fact_customerunrealized_pnl_userapi,MenualPositionPnL,4,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL_UserAPI.md,162,0,"Unrealized PnL from manually opened positions (not copy trading). Note: ""Menual"" is a legacy typo for ""Manual"". (Tier 2 — Fact_CustomerUnrealized_PnL passthrough)"
