file_relpath,line,uc_object,column,codepoint,claimed_label,verdict,tier1_truth_name,dictionary_table,raw_comment
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,28,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,Name,42,Cashout Rollback,UNRESOLVED_DICTIONARY,,,"Human-readable name of the action type. Key values: 1=ManualPositionOpen, 2=CopyPositionOpen, 3=CopyPlusPositionOpen, 4=ManualPositionClose, 5=CopyPositionClose, 6=CopyPlusPositionClose, 7=Deposit, 8=Cashout, 9=Bonus, 10=Cashout request, 11=Chargeback, 12=Refund, 13=Refund As ChargeBack, 14=LoggedIn, 15=Account balance to mirror, 16=Mirror balance to account, 17=Register new mirror, 18=Unregister "
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,28,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,Name,43,Reverse Deposit,UNRESOLVED_DICTIONARY,,,"Human-readable name of the action type. Key values: 1=ManualPositionOpen, 2=CopyPositionOpen, 3=CopyPlusPositionOpen, 4=ManualPositionClose, 5=CopyPositionClose, 6=CopyPlusPositionClose, 7=Deposit, 8=Cashout, 9=Bonus, 10=Cashout request, 11=Chargeback, 12=Refund, 13=Refund As ChargeBack, 14=LoggedIn, 15=Account balance to mirror, 16=Mirror balance to account, 17=Register new mirror, 18=Unregister "
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,28,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,Name,44,InternalDeposit,UNRESOLVED_DICTIONARY,,,"Human-readable name of the action type. Key values: 1=ManualPositionOpen, 2=CopyPositionOpen, 3=CopyPlusPositionOpen, 4=ManualPositionClose, 5=CopyPositionClose, 6=CopyPlusPositionClose, 7=Deposit, 8=Cashout, 9=Bonus, 10=Cashout request, 11=Chargeback, 12=Refund, 13=Refund As ChargeBack, 14=LoggedIn, 15=Account balance to mirror, 16=Mirror balance to account, 17=Register new mirror, 18=Unregister "
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,28,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,Name,45,InternalWithdraw,UNRESOLVED_DICTIONARY,,,"Human-readable name of the action type. Key values: 1=ManualPositionOpen, 2=CopyPositionOpen, 3=CopyPlusPositionOpen, 4=ManualPositionClose, 5=CopyPositionClose, 6=CopyPlusPositionClose, 7=Deposit, 8=Cashout, 9=Bonus, 10=Cashout request, 11=Chargeback, 12=Refund, 13=Refund As ChargeBack, 14=LoggedIn, 15=Account balance to mirror, 16=Mirror balance to account, 17=Register new mirror, 18=Unregister "
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,0,N/A,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,2,Bonus,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,3,Cashier Loggin,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,4,Cashout/Withdraw,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,6,Chargeback,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,7,Compensation,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,8,Deposit,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,9,DepositAttempt,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,10,DetachPosition,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,11,Edit StopLoss,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,12,End Of The Week Fee,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,13,LoggedIn,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,15,Open CRM Case,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,16,Open Stock Order,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,17,PositionClose,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,18,PositionOpen,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,19,Processed Cashout,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,20,Refund,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,21,Refund As ChargeBack,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,25,UserEngagement,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,26,WallEngagement,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,27,Customer Registration,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.alter.sql,32,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,CategoryID,28,Reverse Deposit,UNRESOLVED_DICTIONARY,,,"Business category integer code grouping multiple action types. Values: 0=N/A, 1=Account balance to mirror, 2=Bonus, 3=Cashier Loggin, 4=Cashout/Withdraw, 5=Cashout request, 6=Chargeback, 7=Compensation, 8=Deposit, 9=DepositAttempt, 10=DetachPosition, 11=Edit StopLoss, 12=End Of The Week Fee, 13=LoggedIn, 14=Mirror balance to account, 15=Open CRM Case, 16=Open Stock Order, 17=PositionClose, 18=Posi"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,31,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate_masked,SubChannelID,1,Affiliate Partners,UNRESOLVED_DICTIONARY,,,"Marketing sub-channel identifier. JOINs to Dim_Channel.SubChannelID. Values: 1=Affiliate Partners, 2=SEM, 3=SEO, etc. Sourced from Ext_Dim_SubChannel_UnifyCode. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,31,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate_masked,SubChannelID,2,SEM,UNRESOLVED_DICTIONARY,,,"Marketing sub-channel identifier. JOINs to Dim_Channel.SubChannelID. Values: 1=Affiliate Partners, 2=SEM, 3=SEO, etc. Sourced from Ext_Dim_SubChannel_UnifyCode. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,31,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate_masked,SubChannelID,3,SEO,UNRESOLVED_DICTIONARY,,,"Marketing sub-channel identifier. JOINs to Dim_Channel.SubChannelID. Values: 1=Affiliate Partners, 2=SEM, 3=SEO, etc. Sourced from Ext_Dim_SubChannel_UnifyCode. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,34,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate_masked,ContractType,0,N/A,MATCH,N/A,DWH_dbo.Dim_ContractType,"Computed affiliate payment model: 0=N/A, 2=CPA, 3=RevShare, 4=Hybrid, 6=eCost, 7=Zero Commission, 8=CPL/CPR. Derived from ContractName via CASE expression. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,34,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate_masked,ContractType,2,CPA,MATCH,CPA,DWH_dbo.Dim_ContractType,"Computed affiliate payment model: 0=N/A, 2=CPA, 3=RevShare, 4=Hybrid, 6=eCost, 7=Zero Commission, 8=CPL/CPR. Derived from ContractName via CASE expression. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,34,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate_masked,ContractType,3,RevShare,MISMATCH,Rev,DWH_dbo.Dim_ContractType,"Computed affiliate payment model: 0=N/A, 2=CPA, 3=RevShare, 4=Hybrid, 6=eCost, 7=Zero Commission, 8=CPL/CPR. Derived from ContractName via CASE expression. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,34,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate_masked,ContractType,4,Hybrid,MISMATCH,Hyb,DWH_dbo.Dim_ContractType,"Computed affiliate payment model: 0=N/A, 2=CPA, 3=RevShare, 4=Hybrid, 6=eCost, 7=Zero Commission, 8=CPL/CPR. Derived from ContractName via CASE expression. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,34,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate_masked,ContractType,7,Zero Commission,MISMATCH,ZeroCost,DWH_dbo.Dim_ContractType,"Computed affiliate payment model: 0=N/A, 2=CPA, 3=RevShare, 4=Hybrid, 6=eCost, 7=Zero Commission, 8=CPL/CPR. Derived from ContractName via CASE expression. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,34,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate_masked,ContractType,8,CPL/CPR,MISMATCH,CPL,DWH_dbo.Dim_ContractType,"Computed affiliate payment model: 0=N/A, 2=CPA, 3=RevShare, 4=Hybrid, 6=eCost, 7=Zero Commission, 8=CPL/CPR. Derived from ContractName via CASE expression. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,36,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate_masked,AccountActivated,1,Active,UNRESOLVED_DICTIONARY,,,"Whether the affiliate account is active. 1=Active, 0/NULL=Inactive. (Tier 2 - Ext_Dim_Channel_Affiliate_UnifyCode)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,167,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate,SubChannelID,1,Affiliate Partners,UNRESOLVED_DICTIONARY,,,"Marketing sub-channel identifier. JOINs to Dim_Channel.SubChannelID. Values: 1=Affiliate Partners, 2=SEM, 3=SEO, etc. Sourced from Ext_Dim_SubChannel_UnifyCode. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,167,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate,SubChannelID,2,SEM,UNRESOLVED_DICTIONARY,,,"Marketing sub-channel identifier. JOINs to Dim_Channel.SubChannelID. Values: 1=Affiliate Partners, 2=SEM, 3=SEO, etc. Sourced from Ext_Dim_SubChannel_UnifyCode. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,167,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate,SubChannelID,3,SEO,UNRESOLVED_DICTIONARY,,,"Marketing sub-channel identifier. JOINs to Dim_Channel.SubChannelID. Values: 1=Affiliate Partners, 2=SEM, 3=SEO, etc. Sourced from Ext_Dim_SubChannel_UnifyCode. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,170,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate,ContractType,0,N/A,MATCH,N/A,DWH_dbo.Dim_ContractType,"Computed affiliate payment model: 0=N/A, 2=CPA, 3=RevShare, 4=Hybrid, 6=eCost, 7=Zero Commission, 8=CPL/CPR. Derived from ContractName via CASE expression. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,170,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate,ContractType,2,CPA,MATCH,CPA,DWH_dbo.Dim_ContractType,"Computed affiliate payment model: 0=N/A, 2=CPA, 3=RevShare, 4=Hybrid, 6=eCost, 7=Zero Commission, 8=CPL/CPR. Derived from ContractName via CASE expression. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,170,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate,ContractType,3,RevShare,MISMATCH,Rev,DWH_dbo.Dim_ContractType,"Computed affiliate payment model: 0=N/A, 2=CPA, 3=RevShare, 4=Hybrid, 6=eCost, 7=Zero Commission, 8=CPL/CPR. Derived from ContractName via CASE expression. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,170,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate,ContractType,4,Hybrid,MISMATCH,Hyb,DWH_dbo.Dim_ContractType,"Computed affiliate payment model: 0=N/A, 2=CPA, 3=RevShare, 4=Hybrid, 6=eCost, 7=Zero Commission, 8=CPL/CPR. Derived from ContractName via CASE expression. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,170,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate,ContractType,7,Zero Commission,MISMATCH,ZeroCost,DWH_dbo.Dim_ContractType,"Computed affiliate payment model: 0=N/A, 2=CPA, 3=RevShare, 4=Hybrid, 6=eCost, 7=Zero Commission, 8=CPL/CPR. Derived from ContractName via CASE expression. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,170,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate,ContractType,8,CPL/CPR,MISMATCH,CPL,DWH_dbo.Dim_ContractType,"Computed affiliate payment model: 0=N/A, 2=CPA, 3=RevShare, 4=Hybrid, 6=eCost, 7=Zero Commission, 8=CPL/CPR. Derived from ContractName via CASE expression. (Tier 2 - SP_Dim_Affiliate)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.alter.sql,172,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate,AccountActivated,1,Active,UNRESOLVED_DICTIONARY,,,"Whether the affiliate account is active. 1=Active, 0/NULL=Inactive. (Tier 2 - Ext_Dim_Channel_Affiliate_UnifyCode)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingDepot.alter.sql,28,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_billingdepot,FundingTypeID,1,CreditCard,MATCH,CreditCard,DWH_dbo.Dim_FundingType,"Payment method type (e.g., 1=CreditCard, 2=WireTransfer, 6=Neteller, 8=MoneyBookers/Skrill). References Dictionary.FundingType. 38 distinct values across 163 depots. (Tier 1 - upstream wiki, Billing.Depot)"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingDepot.alter.sql,28,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_billingdepot,FundingTypeID,2,WireTransfer,MATCH,WireTransfer,DWH_dbo.Dim_FundingType,"Payment method type (e.g., 1=CreditCard, 2=WireTransfer, 6=Neteller, 8=MoneyBookers/Skrill). References Dictionary.FundingType. 38 distinct values across 163 depots. (Tier 1 - upstream wiki, Billing.Depot)"
