decision_id,column_name,target_dim,validation_status,n_affected,claimed_enum_block_example,current_desc_example,suggested_replacement,delusional_ids,mismatched_labels,missing_ids_from_canonical,target_dim_md,resolution_strategy,affected_targets_json,notes,decision,override_text
SubChannelID__Dim_Channel,SubChannelID,Dim_Channel,unverifiable,1,"1=Affiliate Partners, 2=SEM, 3=SEO","Marketing sub-channel identifier. JOINs to Dim_Channel.SubChannelID. Values: 1=Affiliate Partners, 2=SEM, 3=SEO, etc. Sourced from Ext_Dim_SubChannel_UnifyCode. (Tier 2 — SP_Dim_Affiliate)",Marketing sub-channel identifier. JOINs to Dim_Channel.SubChannelID. Values. FK to Dim_Channel. etc. Sourced from Ext_Dim_SubChannel_UnifyCode. (Tier 2 — SP_Dim_Affiliate),[],[],[],knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Channel.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.md"", ""line_no"": 142, ""claimed_pairs"": ""1=Affiliate Partners; 2=SEM; 3=SEO""}]",,,
TanganyStatus__Dictionary.TanganyStatus,TanganyStatus,Dictionary.TanganyStatus,unverifiable,1,"1=Pending, 2=Internal, 3=Customer, 4=Inactive, 5=MicaCustomer, 6=ConsentCustomer","Tangany status name from UserApiDB.Dictionary.TanganyStatus. 1=Pending, 2=Internal, 3=Customer, 4=Inactive, 5=MicaCustomer, 6=ConsentCustomer. (Tier 2 — SP_BI_DB_German_Crypto_Transition_To_Tangany)",Tangany status name from UserApiDB.Dictionary.TanganyStatus. FK to Dictionary.TanganyStatus. (Tier 2 — SP_BI_DB_German_Crypto_Transition_To_Tangany),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_German_Crypto_Transition_To_Tangany.md"", ""line_no"": 117, ""claimed_pairs"": ""1=Pending; 2=Internal; 3=Customer; 4=Inactive; 5=MicaCustomer; 6=ConsentCustomer""}]",,,
TanganyStatusID__Dictionary.TanganyStatus,TanganyStatusID,Dictionary.TanganyStatus,unverifiable,1,"1=Pending, 2=Internal, 3=Customer, 4=Inactive, 5=MicaCustomer, 6=ConsentCustomer","Tangany integration status ID. 1=Pending, 2=Internal, 3=Customer, 4=Inactive, 5=MicaCustomer, 6=ConsentCustomer. FK to External_UserApiDB_Dictionary_TanganyStatus. (Tier 2 — SP_Dim_Customer)",Tangany integration status ID. FK to Dictionary.TanganyStatus. FK to External_UserApiDB_Dictionary_TanganyStatus. (Tier 2 — SP_Dim_Customer),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_German_Crypto_Transition_To_Tangany.md"", ""line_no"": 116, ""claimed_pairs"": ""1=Pending; 2=Internal; 3=Customer; 4=Inactive; 5=MicaCustomer; 6=ConsentCustomer""}]",,,
TierCountry__Dictionary.CountryRank,TierCountry,Dictionary.CountryRank,unverifiable,1,"1=highest value, 2=medium, 3=lowest","Country revenue tier classification (1=highest value, 2=medium, 3=lowest). Affects CPA pricing. (Tier 4 — inferred from column name)",Country revenue tier classification (. FK to Dictionary.CountryRank. ). Affects CPA pricing. (Tier 4 — inferred from column name),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AggMobileAcquisitionDaily.md"", ""line_no"": 133, ""claimed_pairs"": ""1=highest value; 2=medium; 3=lowest""}]",,,
TribeScriptStatus__Dictionary.TribeScriptStatus,TribeScriptStatus,Dictionary.TribeScriptStatus,unverifiable,1,"0=Unapproved, 1=Approved, 2=Executed","Human-readable name for this value. 0=Unapproved, 1=Approved, 2=Executed. (Tier 1 — Dictionary.TribeScriptStatus)",Human-readable name for this value. FK to Dictionary.TribeScriptStatus. (Tier 1 — Dictionary.TribeScriptStatus),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dictionary_TribeScriptStatus.md"", ""line_no"": 97, ""claimed_pairs"": ""0=Unapproved; 1=Approved; 2=Executed""}]",,,
TribeScriptStatusID__Dictionary.TribeScriptStatus,TribeScriptStatusID,Dictionary.TribeScriptStatus,unverifiable,1,"0=Unapproved, 1=Approved, 2=Executed","Lookup identifier. Primary key. 0=Unapproved, 1=Approved, 2=Executed. (Tier 1 — Dictionary.TribeScriptStatus)",Lookup identifier. Primary key. FK to Dictionary.TribeScriptStatus. (Tier 1 — Dictionary.TribeScriptStatus),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dictionary_TribeScriptStatus.md"", ""line_no"": 96, ""claimed_pairs"": ""0=Unapproved; 1=Approved; 2=Executed""}]",,,
WalletPoolStatusId__Dictionary.WalletPoolStatus,WalletPoolStatusId,Dictionary.WalletPoolStatus,unverifiable,1,"1=Pending, 2=Verified, 3=Failed, 4=FundingInitiated, 5=FundingSent, 6=FundingVerified, 7=FundingFailed, 10=Timeout, 11=VerifiedForAssign","FK to CopyFromLake.WalletDB_Dictionary_WalletPoolStatuses. 1=Pending, 2=Verified, 3=Failed, 4=FundingInitiated, 5=FundingSent, 6=FundingVerified, 7=FundingFailed, 10=Timeout, 11=VerifiedForAssign. (Tier 3 — WalletDB.Wallet.WalletPoolStatuses, no upstream wiki)","FK to CopyFromLake.WalletDB_Dictionary_WalletPoolStatuses. FK to Dictionary.WalletPoolStatus. (Tier 3 — WalletDB.Wallet.WalletPoolStatuses, no upstream wiki)",[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_Wallet/Tables/WalletPoolStatuses.md"", ""line_no"": 117, ""claimed_pairs"": ""1=Pending; 2=Verified; 3=Failed; 4=FundingInitiated; 5=FundingSent; 6=FundingVerified; 7=FundingFailed; 10=Timeout; 11=VerifiedForAssign""}]",,,
etoro - RedeemStatus__Dim_RedeemStatus,etoro - RedeemStatus,Dim_RedeemStatus,unverifiable,1,"1=PositionPending, 2=Rejected, 3=Approved, 4=ReadyToRedeem, 5=PositionClosing, 6=PositionClosed, 7=TransactionInProcess, 8=TransactionDone, 20=Terminated, 21=FailedToCancel, 25=TransferNegativeBalance, 100=New","Current state in the redemption state machine. FK to Dictionary.RedeemStatus. Transitions validated by Dictionary.RedeemStatusStateMachine in RedeemStatusUpdate. Values: 1=PositionPending, 2=Rejected, 3=Approved, 4=ReadyToRedeem, 5=PositionClosing, 6=PositionClosed, 7=TransactionInProcess, 8=TransactionDone, 20=Terminated, 21=FailedToCancel, 25=TransferNegativeBalance, 100=New. DWH note: stores the status name from Dictionary.RedeemStatus, not the ID. (Tier 1 — Billing.Redeem)","Current state in the redemption state machine. FK to Dictionary.RedeemStatus. Transitions validated by Dictionary.RedeemStatusStateMachine in RedeemStatusUpdate. Values. FK to Dim_RedeemStatus. DWH note: stores the status name from Dictionary.RedeemStatus, not the ID. (Tier 1 — Billing.Redeem)",[],[],[],knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_RedeemStatus.md,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_RedeemReconciliation.md"", ""line_no"": 118, ""claimed_pairs"": ""1=PositionPending; 2=Rejected; 3=Approved; 4=ReadyToRedeem; 5=PositionClosing; 6=PositionClosed; 7=TransactionInProcess; 8=TransactionDone; 20=Terminated; 21=FailedToCancel; 25=TransferNegativeBalance; 100=New""}]",,,
AttributedID__NO_TARGET,AttributedID,,no_target,3,"1=Stocks, 2=Crypto, 3=Copy, 4=CopyPortfolio, 5=CFD, 0=unattributed","Funnel attributed ID: 1=Stocks, 2=Crypto, 3=Copy, 4=CopyPortfolio, 5=CFD, 0=unattributed. Part of the primary grain. (Tier 2 — SP_Watchlist_Tracking)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Watchlist_Tracking_High_Level.md"", ""line_no"": 141, ""claimed_pairs"": ""1=Stocks; 2=Crypto; 3=Copy; 4=CopyPortfolio; 5=CFD; 0=unattributed""}, {""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Watchlist_Tracking_Item_Level.md"", ""line_no"": 141, ""claimed_pairs"": ""1=Stocks; 2=Crypto; 3=Copy; 4=CopyPortfolio; 5=CFD; 0=unattributed""}, {""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_WatchListsByFunnel.md"", ""line_no"": 153, ""claimed_pairs"": ""0=Default/None; 1=Stocks; 2=Crypto; 3=Copy; 4=CopyPortfolio; 5=CFD; 6=ETF""}]",,,
ClubRevShare__NO_TARGET,ClubRevShare,,no_target,2,"75=Internal, 0.85=Bronze/Silver/Gold/Platinum, 0.90=Platinum Plus","Club-tier revenue share as decimal fraction (numeric, unlike varchar in base table). Values: 0.75=Internal, 0.85=Bronze/Silver/Gold/Platinum, 0.90=Platinum Plus. Same value as RevShare. (Tier 2 — EXW_Staking ETL enrichment)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/Staking_BI_Version_WalletUserRewards.md"", ""line_no"": 130, ""claimed_pairs"": ""75=Internal; 85=Bronze/Silver/Gold/Platinum; 90=Platinum Plus""}, {""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/Staking_WalletUserRewards.md"", ""line_no"": 127, ""claimed_pairs"": ""75=Internal; 85=Bronze/Silver/Gold/Platinum; 90=Platinum Plus""}]",,,
ID__NO_TARGET,ID,,no_target,2,"0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI, 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC&GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA","Primary key identifying the regulatory authority. 0=None, 1=CySEC, 2=FCA, 3=NFA, 4=ASIC, 5=BVI, 6=eToroUS, 7=FinCEN, 8=FinCEN+FINRA, 9=FSA Seychelles, 10=ASIC&GAML, 11=FSRA, 12=FINRAONLY, 13=MAS, 14=NYDFS+FINRA. Stored in CustomerStatic.RegulationID. (Tier 1 - upstream wiki, Dictionary.Regulation)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Regulation.md"", ""line_no"": 121, ""claimed_pairs"": ""0=None; 1=CySEC; 2=FCA; 3=NFA; 4=ASIC; 5=BVI; 6=eToroUS; 7=FinCEN; 8=FinCEN+FINRA; 9=FSA Seychelles; 10=ASIC&GAML; 11=FSRA; 12=FINRAONLY; 13=MAS; 14=NYDFS+FINRA""}, {""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_VerificationLevel.md"", ""line_no"": 101, ""claimed_pairs"": ""0=Unverified (registration default; 1=Basic (limited trading; 2=Intermediate (POI submitted; 3=Full KYC (all features unlocked; -1=DWH sentinel (NULL-safe JOIN placeholder""}]",,,
QuestionId__NO_TARGET,QuestionId,,no_target,2,"2=Experience, 3=Financial Knowledge, 5=Trading Strategy, 8=Trading Primary Purpose, 9=Risk/Reward Scenario, 10=Annual Income, 11=Liquid Assets, 14=Planned Investment, 15=Sources of Income, 18=Occupation, 23=Knowledge Assessment, 26=Sources of Funds, 27=Planned Investment Instrument, 29=Time Frame, 30=FINRA, 32=PEP/MM, 33=Experience Equities, 34=Experience Crypto, 35=Experience CFDs, 36=US Permanent Resident, 40=W9 Certification, 45=Invested Amount CFDs, 46=Question 46, 47=Invested Amount Equitie","Unique identifier for a KYC questionnaire question. Used as the clustered index key. In the related SP_KYC_Panel pipeline, known QuestionIds include: 2=Experience, 3=Financial Knowledge, 5=Trading Strategy, 8=Trading Primary Purpose, 9=Risk/Reward Scenario, 10=Annual Income, 11=Liquid Assets, 14=Planned Investment, 15=Sources of Income, 18=Occupation, 23=Knowledge Assessment, 26=Sources of Funds, 27=Planned Investment Instrument, 29=Time Frame, 30=FINRA, 32=PEP/MM, 33=Experience Equities, 34=Experience Crypto, 35=Experience CFDs, 36=US Permanent Resident, 40=W9 Certification, 45=Invested Amount CFDs, 46=Question 46, 47=Invested Amount Equities, 48=Invested Amount Crypto, 50=Vulnerable Client. (Tier 3 — no upstream wiki, grounded in SP_KYC_Panel question mapping)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Questions_Answers.md"", ""line_no"": 91, ""claimed_pairs"": ""2=Experience; 3=Financial Knowledge; 5=Trading Strategy; 8=Trading Primary Purpose; 9=Risk/Reward Scenario; 10=Annual Income; 11=Liquid Assets; 14=Planned Investment; 15=Sources of Income; 18=Occupation; 23=Knowledge Assessment; 26=Sources of Funds; 27=Planned Investment Instrument; 29=Time Frame; 30=FINRA; 32=PEP/MM; 33=Experience Equities; 34=Experience Crypto; 35=Experience CFDs; 36=US Permanent Resident; 40=W9 Certification; 45=Invested Amount CFDs; 46=Question 46; 47=Invested Amount Equities; 48=Invested Amount Crypto; 50=Vulnerable Client""}, {""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/UserApiDB_dbo_V_CustomerAnswers_Range_KYC_Panel.md"", ""line_no"": 111, ""claimed_pairs"": ""2=Experience_Old; 3=Financial_Knowledge; 5=Trading_Strategy; 8=Trading_Primary_Purpose; 9=Risk_Reward_Scenario; 10=Annual_Income; 11=Liquid_Assets; 14=Planned_Invested_Amount; 15=Sources_of_Income; 18=Occupation; 23=Knowledge_Assessment; 26=Sources_of_Funds; 27=Planned_Investment_Instrument; 28=Profiling_Consent; 29=Time_Frame_Investing; 30=FINRA; 32=PEP_MM_Question; 33=Experience_Equities; 34=Experience_Crypto; 35=Experience_CFDs; 36=US_Permanent_Resident; 40=W9_Certification; 45=Invested_Amount_CFDs; 46=Question_46; 47=Invested_Amount_Equities; 48=Invested_Amount_Crypto; 50=Vulnerable_Client; 110=Crypto_Trading_Knowledge_Assessment""}]",,,
SelectedValue__NO_TARGET,SelectedValue,,no_target,2,"0=NotAllowed, 1=ReadOnly, 2=Allowed, 3=AllowedForExistingUsers","Raw integer value from the winning EXW_Settings.SystemRestrictions rule. 0=NotAllowed, 1=ReadOnly, 2=Allowed, 3=AllowedForExistingUsers. Source of UserWalletAllowance before CASE mapping. (Tier 2 — SP_EXW_UserSettingsWalletAllowance)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_UserSettingsWalletAllowance.md"", ""line_no"": 159, ""claimed_pairs"": ""0=NotAllowed; 1=ReadOnly; 2=Allowed; 3=AllowedForExistingUsers""}, {""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_WalletElligibleCountries.md"", ""line_no"": 140, ""claimed_pairs"": ""0=Closed; 2=Open; 3=OpenForExistingOnly""}]",,,
StatusId__NO_TARGET,StatusId,,no_target,2,"0=Pending, 1=Confirmed, 2=Verified, 3=Error, 4=Timeout, 5=PermanentError, 6=WavedError","FK to EXW_Dictionary.TransactionStatus. 0=Pending, 1=Confirmed, 2=Verified, 3=Error, 4=Timeout, 5=PermanentError, 6=WavedError. Typical lifecycle: Pending → Confirmed → Verified. Recent distribution (2026): Pending 47%, Verified 47%, Confirmed 6%, Error/Timeout/WavedError/PermanentError <1%. (Tier 3 — WalletDB.Wallet.ReceivedTransactionStatuses)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_Wallet/Tables/ReceivedTransactionStatuses.md"", ""line_no"": 114, ""claimed_pairs"": ""0=Pending; 1=Confirmed; 2=Verified; 3=Error; 4=Timeout; 5=PermanentError; 6=WavedError""}, {""wiki_md"": ""knowledge/synapse/Wiki/EXW_Wallet/Tables/SentTransactionStatuses.md"", ""line_no"": 115, ""claimed_pairs"": ""0=Pending; 1=Confirmed; 2=Verified; 3=Error; 4=Timeout; 5=PermanentError; 6=WavedError""}]",,,
Active_Trade_or_Loggedin__NO_TARGET,Active_Trade_or_Loggedin,,no_target,1,"13=LoggedIn, 17=PositionClose, 18=PositionOpen","1 = customer had at least one position open/close or login in the last 365 days from quarter end (Fact_CustomerAction CategoryID IN 13=LoggedIn, 17=PositionClose, 18=PositionOpen). NULL if no activity data. (Tier 2 — SP_Q_AML_EDD_US_Report)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Q_AML_EDD_US_Report.md"", ""line_no"": 187, ""claimed_pairs"": ""13=LoggedIn; 17=PositionClose; 18=PositionOpen""}]",,,
Age_On_Reg_grouped_Index__NO_TARGET,Age_On_Reg_grouped_Index,,no_target,1,"1=up to 26, 2=between 27 and 34, 3=above 35","Numeric index for the age-at-registration bracket. 1=up to 26, 2=between 27 and 34, 3=above 35. Corresponds to the Age_On_Reg_Grouped_IND CASE expression in SP_KYC_Score_CID_Level. (Tier 3 — manually maintained dictionary, no writer SP; semantics confirmed from SP_KYC_Score_CID_Level CASE logic)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/Rev_Cluster_Dict.md"", ""line_no"": 105, ""claimed_pairs"": ""1=up to 26; 2=between 27; 3=above 35""}]",,,
AnswerId__NO_TARGET,AnswerId,,no_target,1,"49=Non, 122=Low, 123/210=Med, 124/211=High","Unique identifier for a specific answer option within a question. Known answer IDs from the SP_KYC_Panel pipeline include assessment answers (84-87, 101-104, 127, 142-146), experience levels (49=Non, 122=Low, 123/210=Med, 124/211=High), and various FINRA/PEP flags (93-96, 106-109). (Tier 3 — no upstream wiki, grounded in SP_KYC_Panel answer mapping)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Questions_Answers.md"", ""line_no"": 94, ""claimed_pairs"": ""49=Non; 122=Low; 210=Med; 211=High""}]",,,
Blocked__NO_TARGET,Blocked,,no_target,1,"2=Suspended, 4=AccountClosed, 6=BlockedByBO, 7=BlockedByRisk, 8=BlockedByPayment, 9=BlockedByCompliance","Account blocked flag. CASE WHEN PlayerStatusID IN (2,4,6,7,8,9) THEN 1 ELSE 0. 2=Suspended, 4=AccountClosed, 6=BlockedByBO, 7=BlockedByRisk, 8=BlockedByPayment, 9=BlockedByCompliance. Passthrough from BI_DB_CIDFirstDates. (Tier 2 — SP_CIDFirstDates)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_UsersEngagement.md"", ""line_no"": 167, ""claimed_pairs"": ""2=Suspended; 4=AccountClosed; 6=BlockedByBO; 7=BlockedByRisk; 8=BlockedByPayment; 9=BlockedByCompliance""}]",,,
CanDeposit__NO_TARGET,CanDeposit,,no_target,1,"1=OpenBook DesktopWeb, 2=Trader DesktopWeb, 3=OpenBook MobileWeb, 4=Trader MobileWeb InDev","Whether this platform context allows making a deposit. True for Web variants (1=OpenBook DesktopWeb, 2=Trader DesktopWeb, 3=OpenBook MobileWeb, 4=Trader MobileWeb InDev). Mobile apps do not support in-app deposits via this dimension. (Tier 3 — live data sampling, DWH_Migration)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlatformType.md"", ""line_no"": 119, ""claimed_pairs"": ""1=OpenBook DesktopWeb; 2=Trader DesktopWeb; 3=OpenBook MobileWeb; 4=Trader MobileWeb InDev""}]",,,
CountryOpenforWallet__NO_TARGET,CountryOpenforWallet,,no_target,1,"0=Closed, 1=ReadOnly, 2=Open, 3=OpenForExistingOnly","Wallet accessibility decision for this country+regulation combination. 0=Closed, 1=ReadOnly, 2=Open, 3=OpenForExistingOnly. Integer passthrough of SelectedValue — always equals CAST(SelectedValue AS int). See CountryOpenforWalletDescription for the human-readable label. (Tier 2 — SP_EXW_WalletElligibleCountries)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_WalletElligibleCountries.md"", ""line_no"": 143, ""claimed_pairs"": ""0=Closed; 1=ReadOnly; 2=Open; 3=OpenForExistingOnly""}]",,,
CurrencyBalanceStatus__NO_TARGET,CurrencyBalanceStatus,,no_target,1,"0=Active, 1=ReceiveOnly, 2=SpendOnly, 3=Suspended, 4=Blocked","Human-readable name for this value. 0=Active, 1=ReceiveOnly, 2=SpendOnly, 3=Suspended, 4=Blocked. (Tier 1 — Dictionary.CurrencyBalanceStatuses)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dictionary_CurrencyBalanceStatus.md"", ""line_no"": 102, ""claimed_pairs"": ""0=Active; 1=ReceiveOnly; 2=SpendOnly; 3=Suspended; 4=Blocked""}]",,,
CurrencyBalanceStatusID__NO_TARGET,CurrencyBalanceStatusID,,no_target,1,"0=Active, 1=ReceiveOnly, 2=SpendOnly, 3=Suspended, 4=Blocked","Lookup identifier. Primary key. 0=Active, 1=ReceiveOnly, 2=SpendOnly, 3=Suspended, 4=Blocked. (Tier 1 — Dictionary.CurrencyBalanceStatuses)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dictionary_CurrencyBalanceStatus.md"", ""line_no"": 101, ""claimed_pairs"": ""0=Active; 1=ReceiveOnly; 2=SpendOnly; 3=Suspended; 4=Blocked""}]",,,
CurrentSort__NO_TARGET,CurrentSort,,no_target,1,"1=Bronze, 2=Silver, 3=Gold, 4=Platinum, 5=Platinum Plus, 6=Diamond","Current tier sort order from Dim_PlayerLevel.Sort. 1=Bronze, 2=Silver, 3=Gold, 4=Platinum, 5=Platinum Plus, 6=Diamond. Use this column for correct tier rank ordering. (Tier 2 — SP_ClubChangeLogProduct)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ClubChangeLogProduct.md"", ""line_no"": 142, ""claimed_pairs"": ""1=Bronze; 2=Silver; 3=Gold; 4=Platinum; 5=Platinum Plus; 6=Diamond""}]",,,
Entity__NO_TARGET,Entity,,no_target,1,"826=eToro Money UK, 978=eToro Money Malta, 36=eToro Money AUS","Regulatory entity code for the account (e.g., 826=eToro Money UK, 978=eToro Money Malta, 36=eToro Money AUS). Direct from eMoneyClientBalance.",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Daily_Shortfall_CID_Level.md"", ""line_no"": 58, ""claimed_pairs"": ""826=eToro Money UK; 978=eToro Money Malta; 36=eToro Money AUS""}]",,,
HasSelfie__NO_TARGET,HasSelfie,,no_target,1,"15=Selfie, 18=SelfieLiveliness, 23=SelfieMotion","1 when selfie-type document exists (DocumentTypeID IN 15=Selfie, 18=SelfieLiveliness, 23=SelfieMotion). 0 otherwise. From External BackOffice CustomerDocument + CustomerDocumentToDocumentType. (Tier 2 -- SP_OPS_MastersAndSubAccounts_AlignmentMonitoringReport)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_MastersAndSubAccounts_AlignmentMonitoringReport.md"", ""line_no"": 175, ""claimed_pairs"": ""15=Selfie; 18=SelfieLiveliness; 23=SelfieMotion""}]",,,
HedgeServerID__NO_TARGET,HedgeServerID,,no_target,1,"2=JP Morgan legacy, 101=Goldman Sachs, 81=Real Stocks LP","Liquidity provider server ID. Identifies which hedge server executed the position. Key servers: 2=JP Morgan legacy, 101=Goldman Sachs, 81=Real Stocks LP. HedgeServerID=35 allows invalid customer inclusion. (Tier 1 — Trade.PositionTbl)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Clicks_OpenClose_Breakdown.md"", ""line_no"": 162, ""claimed_pairs"": ""2=JP Morgan legacy; 101=Goldman Sachs; 81=Real Stocks LP""}]",,,
InterestRateID__NO_TARGET,InterestRateID,,no_target,1,"1 = IR USD, 2 = IR EUR, 5 = IR NOK, 10 = IR SAR","Identifier for the interest rate configuration group (e.g., 1 = IR USD, 2 = IR EUR, 5 = IR NOK, 10 = IR SAR). Groups rate records by currency. (Tier 2 — DDL + live data)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_etoro_history_interestrate.md"", ""line_no"": 73, ""claimed_pairs"": ""1=IR USD; 2=IR EUR; 5=IR NOK; 10=IR SAR""}]",,,
IsConversion__NO_TARGET,IsConversion,,no_target,1,"5=ConversionMoneyIn, 6=ConversionMoneyOut). Received: ReceivedTransactionTypeID IN (4=ConversionToEtoro, 5=ConversionFromEtoro","Flag: 1 if this transaction is a crypto conversion. Sent: TransactionTypeID IN (5=ConversionMoneyIn, 6=ConversionMoneyOut). Received: ReceivedTransactionTypeID IN (4=ConversionToEtoro, 5=ConversionFromEtoro). 0 otherwise. (Tier 2 — SP_EXW_Fact_Transactions)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md"", ""line_no"": 192, ""claimed_pairs"": ""5=ConversionMoneyIn; 6=ConversionMoneyOut; 4=ConversionToEtoro; 5=ConversionFromEtoro""}]",,,
IsFeeDividend__NO_TARGET,IsFeeDividend,,no_target,1,"1=overnight/weekend fee, 2=dividend, 3=SDRT, 4=ticket fees (OpenTotalFees/CloseTotalFees","Fee sub-type for ActionTypeID=35: 1=overnight/weekend fee, 2=dividend, 3=SDRT, 4=ticket fees (OpenTotalFees/CloseTotalFees). NULL for non-fee events. (Tier 2 — ETL-derived from Description)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Fact_Customer_Action_Position_Distribution.md"", ""line_no"": 171, ""claimed_pairs"": ""1=overnight/weekend fee; 2=dividend; 3=SDRT; 4=ticket fees (OpenTotalFees/CloseTotalFees""}]",,,
IsRedeem__NO_TARGET,IsRedeem,,no_target,1,"0=Redeem, 8=RedeemAsic). Received: ReceivedTransactionTypeID IN (2=Redeem","Flag: 1 if this transaction is a crypto redemption (withdrawal to blockchain). Sent: TransactionTypeID IN (0=Redeem, 8=RedeemAsic). Received: ReceivedTransactionTypeID IN (2=Redeem, 7) OR matching blockchain TX ID of a sent redemption. 0 otherwise. (Tier 2 — SP_EXW_Fact_Transactions)",(no_target - manual decision required; leave as-is or rewrite),[],[],[],,irregular_map,"[{""wiki_md"": ""knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_FactTransactions.md"", ""line_no"": 191, ""claimed_pairs"": ""0=Redeem; 8=RedeemAsic; 2=Redeem""}]",,,
