wiki_path,section_4_title,semantic_header,idx,column,source,semantic_cell,verdict,signal
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,26,Total_TRSCrypto,Fact_SnapshotEquity.Total_TRSCrypto,Sum of crypto position amounts where IsSettled = 0 AND InstrumentTypeID = 10 AND SettlementTypeID = 2. CFD-style crypto positions under TRS settlement (not yet settled to real ownership). Added 2022-01-27. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_ForDWHRep.md,Elements,Description,27,PartitionCol,Computed: CAST(CID % 10 AS INT),"Replication partition bucket (0–9). Used by the ""Import Tables From Synapse To DWH"" pipeline to distribute load across 10 buckets. (Tier 2 — view DDL)",HAS_SEMANTIC,prose
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,1,DateKey,Dim_Date.DateKey,Specific date within the snapshot range (YYYYMMDD integer). One row per day per customer. (Tier 2 — view DDL),HAS_SEMANTIC,prose
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,2,CID,Fact_SnapshotEquity.CID,Customer ID. Grouping key for all equity aggregations. FK to Dim_Customer (CID = RealCID). HASH distribution key and part of PK. (Tier 2 — via Fact_SnapshotEquity),HAS_SEMANTIC,prose
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,3,DateRangeID,Fact_SnapshotEquity.DateRangeID,"Encoded date range as 12-digit bigint (YYYYMMDDYYYY). FromDate in first 8 digits, ToDate suffix in last 4 digits. New rows get @date+1231; updated rows get end-date set to @daybefore. Decoded via Dim_Range. Part of PK. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,4,TotalPositionsAmount,Fact_SnapshotEquity.TotalPositionsAmount,"Sum of all open position amounts (NewAmount) for this CID on this date. Includes all asset classes: CFD, stocks, crypto, futures, margin. Source: open positions (Trade.OpenPositionEndOfDay) + same-day closed positions (History.ClosePositionEndOfDay) minus History.Credit CreditTypeID=13 adjustments. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,5,TotalCash,Fact_SnapshotEquity.TotalCash,Customer's total cash balance for the day. Computed as: previous day's TotalCash (from last row in current year) + sum of TotalCashChange from History.ActiveCredit for @dt. This running-balance approach was introduced 2020-06-07 replacing the direct History.Credit.TotalCash read. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,6,InProcessCashouts,Fact_SnapshotEquity.InProcessCashouts,"Sum of pending withdrawal amounts for this CID that have not yet been finalized (statuses other than 3=Processed, 4=Cancelled, 5,6). Includes partially processed amounts for split-payment withdrawals plus associated fees. Computed by SP_Fact_SnapshotEquity_InProcessCashouts from Billing.Withdraw, History.WithdrawAction, and History.WithdrawToFundingAction. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,7,TotalMirrorPositionsAmount,Fact_SnapshotEquity.TotalMirrorPositionsAmount,"Sum of position amounts where MirrorID > 0 AND ParentPositionID != 0 (copy-trading positions only, excluding the parent/guru's own positions). Represents the CID's total investment in copy relationships. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,8,TotalMirrorCash,Fact_SnapshotEquity.TotalMirrorCash,Cash available for copy-trading. Formula: TotalCash - Credit. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,9,TotalStockOrders,Fact_SnapshotEquity.TotalStockOrders,"Legacy column, hardcoded to 0. Removed 2019-03-03 (Boris Slutski) — no data in PROD since 2015. Kept for schema compatibility. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,10,TotalMirrorStockOrders,Fact_SnapshotEquity.TotalMirrorStockOrders,"Legacy column, hardcoded to 0. Removed 2019-03-03 alongside TotalStockOrders. Kept for schema compatibility. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,11,RealizedEquity,Fact_SnapshotEquity.RealizedEquity,"Customer's **settled (realized) equity** — the realized portion of customer balance. **Excludes unrealized PnL on open positions** (the unrealized component is `Fact_CustomerUnrealized_PnL.PositionPnL`). Computed as `History.ActiveCredit.RealizedEquity` if non-zero, otherwise `TotalCash + TotalPositionsAmount + InProcessCashouts` (cash + invested principal in open positions + pending cashouts). Together with PositionPnL it sums to the customer's full `Balance` per V_Liabilities: `Balance = RealizedEquity + PositionPnL`. NOTE: the Confluence definition of **Unrealized Equity** (""the total funds in the account, including profit/loss from open positions … the Portfolio value figure represented on the platform is Unrealized equity"") describes `Balance` (= RealizedEquity + PositionPnL), **not RealizedEquity itself** — do not confuse the two. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,12,Credit,Fact_SnapshotEquity.Credit,"Outstanding credit/bonus balance from History.ActiveCredit. Last credit event per CID per day (selected via ROW_NUMBER partition by CID, ordered by Occurred DESC, CreditID DESC). Negative values represent outstanding obligations. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,13,AUM,Fact_SnapshotEquity.AUM,"Assets Under Management. Formula: TotalMirrorPositionAmount + TotalCash - Credit. For MERGE INSERT: computed as TotalMirrorPositionsAmount + TotalMirrorCash. Confluence: ""AUC (or AUM) on PI Dashboard: Total Unrealized Copy Amount of the Copiers."". (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,14,BonusCredit,Fact_SnapshotEquity.BonusCredit,"Bonus credit balance from History.ActiveCredit.BonusCredit. Confluence: ""History.Credit.CreditTypeID = 5, 7 → BackOffice.BonusType.BonusTypeID → History.Credit.BonusTypeID"". ISNULL to 0 in ETL. (Tier 2 — via Fact_SnapshotEquity)",HAS_SEMANTIC,prose
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,15,CreditID,Fact_SnapshotEquity.CreditID,"Last CreditID for this CID on this date from History.ActiveCredit. Selected as the most recent credit event via ROW_NUMBER(PARTITION BY CID, DateID ORDER BY Occurred DESC, CreditID DESC). Used for auditing which credit record drives the snapshot. (Tier 2 — via Fact_SnapshotEquity)",HAS_SEMANTIC,prose
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,16,UpdateDate,Fact_SnapshotEquity.UpdateDate,ETL load timestamp (GETDATE() at MERGE/INSERT time). Used for detecting recent updates in the year-end carryover and IsSettled change handling. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,17,TotalStockPositionAmount,Fact_SnapshotEquity.TotalStockPositionAmount,"Sum of position amounts where InstrumentTypeID IN (5,6) AND instrument is NOT a future. Represents CFD and real stock positions (excluding futures that also have InstrumentTypeID 5/6). Added with mutual exclusivity fix (Guy M, 2025-07-29). (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,18,TotalMirrorStockPositionAmount,Fact_SnapshotEquity.TotalMirrorStockPositionAmount,Mirror (copy-trading) subset of TotalStockPositionAmount. Adds MirrorID > 0 AND ParentPositionID != 0. Same mutual exclusivity fix with futures. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,19,TotalCryptoPositionAmount,Fact_SnapshotEquity.TotalCryptoPositionAmount,"Sum of position amounts where InstrumentTypeID = 10 AND instrument is NOT a future. Represents CFD and real crypto positions. Confluence: ""TotalCryptoPositionAmount + TotalStockPositionAmount = TotalPositionsAmount"" (approximately, excluding other types). (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,20,TotalMirrorCryptoPositionAmount,Fact_SnapshotEquity.TotalMirrorCryptoPositionAmount,Mirror (copy-trading) subset of TotalCryptoPositionAmount. Same conditions plus MirrorID > 0 AND ParentPositionID != 0. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,21,TotalRealStocks,Fact_SnapshotEquity.TotalRealStocks,"Sum of position amounts where IsSettled = 1 AND InstrumentTypeID IN (5,6) AND instrument is NOT a future. ""Real"" means the customer owns the underlying asset (settled/delivered). Updated via IsSettled change tracking from History.PositionChangeLog. (Tier 2 — via Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,22,TotalRealCrypto,Fact_SnapshotEquity.TotalRealCrypto,Sum of position amounts where IsSettled = 1 AND InstrumentTypeID = 10 AND instrument is NOT a future. Real crypto ownership (settled positions). Updated via IsSettled change tracking. (Tier 2 — via Fact_SnapshotEquity),HAS_SEMANTIC,prose
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,23,TotalRealCryptoLoan,Fact_SnapshotEquity.TotalRealCryptoLoan,Sum of InitialAmount where IsSettled = 1 AND InstrumentTypeID = 10 AND NOT future AND Leverage = 2. Represents the initial investment in leveraged real crypto positions (the loan portion). Changed from Amount to InitialAmount on 2020-03-25. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,24,TotalCashCalculation,Fact_SnapshotEquity.TotalCashCalculation,Parallel computation of TotalCash (same formula: TotalCashPreviousDate + TotalCashChangeAll). Exists as a validation/audit column to cross-check TotalCash. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,25,TotalCryptoPositionAmount_TRS,Fact_SnapshotEquity.TotalCryptoPositionAmount_TRS,Sum of crypto position amounts where SettlementTypeID = 2 (TRS — Total Return Swap) AND instrument is NOT a future. Added 2022-01-27 (Inbal BML). TRS positions have different regulatory treatment than settled positions. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,26,TotalMirrorCryptoPositionAmount_TRS,Fact_SnapshotEquity.TotalMirrorCryptoPositionAmount_TRS,Mirror (copy-trading) subset of TotalCryptoPositionAmount_TRS. TRS crypto positions in copy relationships. Added 2022-01-27. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,27,Total_TRSCrypto,Fact_SnapshotEquity.Total_TRSCrypto,Sum of crypto position amounts where IsSettled = 0 AND InstrumentTypeID = 10 AND SettlementTypeID = 2. CFD-style crypto positions under TRS settlement (not yet settled to real ownership). Added 2022-01-27. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,28,TotalMirrorRealFuturesPositionAmount,Fact_SnapshotEquity.TotalMirrorRealFuturesPositionAmount,Sum of futures position amounts where MirrorID > 0. From Dim_Instrument_Snapshot.IsFuture = 1. Added 2024-10-30 (Daniel Kaplan). (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,Elements,Description,29,TotalRealFutures,Fact_SnapshotEquity.TotalRealFutures,Sum of all futures position amounts. Identified via JOIN to Dim_Instrument_Snapshot where IsFuture = 1 for the snapshot DateID. Added 2024-10-30. (Tier 2 — via Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,1,CID,,Customer ID. Grouping key for all equity aggregations. FK to Dim_Customer (CID = RealCID). HASH distribution key and part of PK. (Tier 2 — SP_Fact_SnapshotEquity),HAS_SEMANTIC,prose
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,2,DateRangeID,,"Encoded date range as 12-digit bigint (YYYYMMDDMMDD). First 8 digits are the FromDate (YYYYMMDD); last 4 digits are the ToDate month-day suffix (MMDD, typically 1231 for Dec 31). New rows get @date concatenated with 1231; updated rows get the last 4 digits replaced with the MMDD of @daybefore. Decoded via Dim_Range. Part of PK.",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,3,TotalPositionsAmount,,"Sum of all open position amounts (NewAmount) for this CID on this date. Includes all asset classes: CFD, stocks, crypto, futures, margin. Source: open positions (Trade.OpenPositionEndOfDay) + same-day closed positions (History.ClosePositionEndOfDay) minus History.Credit CreditTypeID=13 adjustments. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,4,TotalCash,,Customer's total cash balance for the day. Computed as: previous day's TotalCash (from last row in current year) + sum of TotalCashChange from History.ActiveCredit for @dt. This running-balance approach was introduced 2020-06-07 replacing the direct History.Credit.TotalCash read. (Tier 2 — SP_Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,5,InProcessCashouts,,"Sum of pending withdrawal amounts for this CID that have not yet been finalized (statuses other than 3=Processed, 4=Cancelled, 5,6). Includes partially processed amounts for split-payment withdrawals plus associated fees. Computed by SP_Fact_SnapshotEquity_InProcessCashouts from Billing.Withdraw, History.WithdrawAction, and History.WithdrawToFundingAction. (Tier 2 — SP_Fact_SnapshotEquity_InProcessCashouts)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,6,TotalMirrorPositionsAmount,,"Sum of position amounts where MirrorID > 0 AND ParentPositionID != 0 (copy-trading positions only, excluding the parent/guru's own positions). Represents the CID's total investment in copy relationships. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,7,TotalMirrorCash,,Cash available for copy-trading. Formula: TotalCash - Credit. (Tier 2 — SP_Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,8,TotalStockOrders,,"Legacy column, hardcoded to 0. Removed 2019-03-03 (Boris Slutski) — no data in PROD since 2015. Kept for schema compatibility. (Tier 2 — SP_Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,9,TotalMirrorStockOrders,,"Legacy column, hardcoded to 0. Removed 2019-03-03 alongside TotalStockOrders. Kept for schema compatibility. (Tier 2 — SP_Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,10,RealizedEquity,,"Customer's **settled (realized) equity** — the realized portion of customer balance. **Excludes unrealized PnL on open positions** (the unrealized component is `Fact_CustomerUnrealized_PnL.PositionPnL`). Computed as `History.ActiveCredit.RealizedEquity` if non-zero, otherwise `TotalCash + TotalPositionsAmount + InProcessCashouts` (cash + invested principal in open positions + pending cashouts). Together with PositionPnL it sums to the customer's full `Balance` per V_Liabilities: `Balance = RealizedEquity + PositionPnL`. NOTE: the Confluence definition of **Unrealized Equity** (""the total funds in the account, including profit/loss from open positions … the Portfolio value figure represented on the platform is Unrealized equity"") describes `Balance` (= RealizedEquity + PositionPnL), **not RealizedEquity itself** — do not confuse the two. (Tier 2 — SP_Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,11,Credit,,"Outstanding credit/bonus balance from History.ActiveCredit. Last credit event per CID per day (selected via ROW_NUMBER partition by CID, ordered by Occurred DESC, CreditID DESC). Negative values represent outstanding obligations. (Tier 2 — SP_Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,12,AUM,,"Assets Under Management. Formula: TotalMirrorPositionAmount + TotalCash - Credit. For MERGE INSERT: computed as TotalMirrorPositionsAmount + TotalMirrorCash. Confluence: ""AUC (or AUM) on PI Dashboard: Total Unrealized Copy Amount of the Copiers."" (Tier 2 — SP_Fact_SnapshotEquity)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,13,BonusCredit,,"Bonus credit balance from History.ActiveCredit.BonusCredit. Confluence: ""History.Credit.CreditTypeID = 5, 7 → BackOffice.BonusType.BonusTypeID → History.Credit.BonusTypeID"". ISNULL to 0 in ETL. (Tier 2 — SP_Fact_SnapshotEquity)",HAS_SEMANTIC,prose
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,14,CreditID,,"Last CreditID for this CID on this date from History.ActiveCredit. Selected as the most recent credit event via ROW_NUMBER(PARTITION BY CID, DateID ORDER BY Occurred DESC, CreditID DESC). Used for auditing which credit record drives the snapshot. (Tier 2 — SP_Fact_SnapshotEquity_DL_To_Synapse)",HAS_SEMANTIC,prose
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,15,UpdateDate,,ETL load timestamp (GETDATE() at MERGE/INSERT time). Used for detecting recent updates in the year-end carryover and IsSettled change handling. (Tier 2 — SP_Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,16,TotalStockPositionAmount,,"Sum of position amounts where InstrumentTypeID IN (5,6) AND instrument is NOT a future. Represents CFD and real stock positions (excluding futures that also have InstrumentTypeID 5/6). Added with mutual exclusivity fix (Guy M, 2025-07-29). (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,17,TotalMirrorStockPositionAmount,,Mirror (copy-trading) subset of TotalStockPositionAmount. Adds MirrorID > 0 AND ParentPositionID != 0. Same mutual exclusivity fix with futures. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,18,TotalCryptoPositionAmount,,"Sum of position amounts where InstrumentTypeID = 10 AND instrument is NOT a future. Represents CFD and real crypto positions. Confluence: ""TotalCryptoPositionAmount + TotalStockPositionAmount = TotalPositionsAmount"" (approximately, excluding other types). (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,19,TotalMirrorCryptoPositionAmount,,Mirror (copy-trading) subset of TotalCryptoPositionAmount. Same conditions plus MirrorID > 0 AND ParentPositionID != 0. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,20,TotalRealStocks,,"Sum of position amounts where IsSettled = 1 AND InstrumentTypeID IN (5,6) AND instrument is NOT a future. ""Real"" means the customer owns the underlying asset (settled/delivered). Updated via IsSettled change tracking from History.PositionChangeLog. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount)",HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,21,TotalRealCrypto,,Sum of position amounts where IsSettled = 1 AND InstrumentTypeID = 10 AND instrument is NOT a future. Real crypto ownership (settled positions). Updated via IsSettled change tracking. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount),HAS_SEMANTIC,prose
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,22,TotalRealCryptoLoan,,Sum of InitialAmount where IsSettled = 1 AND InstrumentTypeID = 10 AND NOT future AND Leverage = 2. Represents the initial investment in leveraged real crypto positions (the loan portion). Changed from Amount to InitialAmount on 2020-03-25. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,23,TotalCashCalculation,,Parallel computation of TotalCash (same formula: TotalCashPreviousDate + TotalCashChangeAll). Exists as a validation/audit column to cross-check TotalCash. (Tier 2 — SP_Fact_SnapshotEquity),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,24,TotalCryptoPositionAmount_TRS,,Sum of crypto position amounts where SettlementTypeID = 2 (TRS — Total Return Swap) AND instrument is NOT a future. Added 2022-01-27 (Inbal BML). TRS positions have different regulatory treatment than settled positions. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,25,TotalMirrorCryptoPositionAmount_TRS,,Mirror (copy-trading) subset of TotalCryptoPositionAmount_TRS. TRS crypto positions in copy relationships. Added 2022-01-27. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,26,Total_TRSCrypto,,Sum of crypto position amounts where IsSettled = 0 AND InstrumentTypeID = 10 AND SettlementTypeID = 2. CFD-style crypto positions under TRS settlement (not yet settled to real ownership). Added 2022-01-27. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,27,TotalMirrorRealFuturesPositionAmount,,Sum of futures position amounts where MirrorID > 0. From Dim_Instrument_Snapshot.IsFuture = 1. Added 2024-10-30 (Daniel Kaplan). (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,28,TotalRealFutures,,Sum of all futures position amounts. Identified via JOIN to Dim_Instrument_Snapshot where IsFuture = 1 for the snapshot DateID. Added 2024-10-30. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,29,TotalFuturesProviderMargin,,Sum of provider margin for futures positions: LotCountDecimal × Dim_Instrument_Snapshot.ProviderMarginPerLot. Represents the margin required by the futures provider. Added 2024-10-30. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,30,TotalFuturesLockedCash,,Cash locked in futures positions beyond provider margin: NewAmount - (LotCountDecimal × ProviderMarginPerLot). Represents customer cash tied up as additional margin. Added 2024-10-30. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,31,TotalStocksMargin,,Sum of stock margin position amounts where SettlementTypeID = 5. Represents margin-traded stock positions (not fully settled). Added 2025-09-30 (Daniel Kaplan). (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotEquity.md,Elements,Description,32,TotalStockMarginLoanValue,,Loan value for leveraged stock margin positions: InitForexRate × AmountInUnitsDecimal × InitConversionRate - NewAmount. Only computed when SettlementTypeID = 5 AND Leverage <> 1. Formula updated 2025-12-10 to use InitConversionRate. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount),HAS_TRANSFORMATION,arithmetic
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Trading_Instrument_Level.md,Output Columns,Transformation,1,RealCID,"BI_DB_Fact_Customer_Action_Position_Distribution.RealCID, Fact_CustomerAction.RealCID",Direct via nested TVFs,HAS_SEMANTIC,prose
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Trading_Instrument_Level.md,Output Columns,Transformation,2,DateID,"BI_DB_Fact_Customer_Action_Position_Distribution.DateID, Fact_CustomerAction.DateID, Fact_History_Cost.DateID",Direct via nested TVFs,HAS_SEMANTIC,prose
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Trading_Instrument_Level.md,Output Columns,Transformation,3,Metric,—,"Literal per UNION branch: TotalFullCommission, RolloverFee, TicketFee, TicketFeeByPercent, AdminFee, SpotAdjustFee",HAS_SEMANTIC,prose
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Trading_Instrument_Level.md,Output Columns,Transformation,4,GCID,"BI_DB_Fact_Customer_Action_Position_Distribution.GCID, Fact_CustomerAction (via snapshot join in FullCommissions)",Direct via nested TVFs,HAS_SEMANTIC,prose
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Trading_Instrument_Level.md,Output Columns,Transformation,5,CountryID,"BI_DB_Fact_Customer_Action_Position_Distribution.CountryID, Fact_SnapshotCustomer.CountryID",Direct via nested TVFs,HAS_SEMANTIC,prose
