dwh_wiki,dwh_object,line_no,column_index,column_name,tier_claim_raw,current_desc,source_wiki,source_column,source_tier,source_desc,match_method,layer,verdict,severity,judge_reason,proposed_fix,notes
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CreditType.md,Dim_CreditType,120,2,CreditTypeName,Dictionary.CreditType,"Human-readable operation name. Unique constraint ensures no duplicate names. Used in financial reports, transaction history, and reconciliation tools. Note: char(50) with trailing spaces — always RTRIM when displaying. DWH note: renamed from Name in source",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Dictionary/Tables/Dictionary.CreditType.md,,,,,L0-unresolved,FAIL,LOW,source wiki found but no matching column row,,Dictionary.CreditType.md: no column matching 'CreditTypeName' (checked 2 rows) | Dictionary.CreditType.md: no column matching 'CreditTypeName' (checked 2 rows)
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,Dim_Currency,134,1,CurrencyID,Dictionary.Currency upstream wiki,"Primary key. Universal instrument identifier. 0=NULL placeholder, 1-8=major forex currencies, ~1000+=stocks (AAPL, GOOG, etc.), ~100000+=crypto (BTC, ETH). Referenced by virtually all DWH fact tables. Legacy name: eToro originated as forex-only",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Dictionary/Tables/Dictionary.Currency.md,CurrencyID,OLTP-truth,"Primary key identifying the instrument. 0=NULL placeholder, 1-8=major forex currencies, 1000+=stocks, 100000+=crypto. Referenced by Trade.PositionTbl.CurrencyID, Trade.DelayedOrderForOpen.CurrencyID, and virtually all trading tables",exact (case-insensitive),L2-semantic,PASS,,Both descriptions convey the same meaning: a primary key serving as a universal instrument identifier with identical range semantics and cross-table references.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,Dim_Currency,135,2,CurrencyTypeID,Dictionary.Currency upstream wiki,"FK to Dim_CurrencyType (if exists). Asset class: 1=Forex (174), 2=Commodity (533), 4=Indices (203), 5=Stocks (13,044), 6=ETF (1,094), 10=Crypto (686). Determines trading rules, leverage limits, and settlement eligibility",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Dictionary/Tables/Dictionary.Currency.md,CurrencyTypeID,OLTP-truth,"FK to Dictionary.CurrencyType. Asset class: 1=Forex (176), 2=Commodity (412), 4=Indices (167), 5=Stocks (8,632), 6=ETF (652), 10=Crypto (630). Determines trading rules, leverage limits, and settlement eligibility",exact (case-insensitive),L2-semantic,PASS,,Both describe the same FK to a currency-type dimension with identical asset-class codes; the parenthetical counts are point-in-time snapshots that naturally diverge but do not change the column's business meaning.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,Dim_Currency,136,3,Name,Dictionary.Currency upstream wiki,"Full instrument name. Verbose for forex (""United States of America, US Dollar""), company name for stocks, coin name for crypto",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Dictionary/Tables/Dictionary.Currency.md,Name,OLTP-truth,"Full instrument name. ""United States of America, US Dollar"" for forex, company name for stocks, coin name for crypto. Padded with spaces (legacy)",exact (case-insensitive),L2-semantic,PASS,,"Both descriptions convey the same business meaning; the downstream version omits the legacy space-padding detail, which is an implementation artifact not affecting analytical interpretation.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,Dim_Currency,137,4,Abbreviation,Dictionary.Currency upstream wiki,"Ticker symbol. ""USD"", ""EUR"" for forex; ""AAPL.US"", ""TSLA.US"" for US stocks (format: TICKER.EXCHANGE); ""BTC"" for crypto. Unique across all instruments. Use this for human-readable instrument identification",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Dictionary/Tables/Dictionary.Currency.md,Abbreviation,OLTP-truth,"Trading symbol / ticker. ""USD"", ""AAPL.US"", ""BTC"", ""GOLD"". UNIQUE constraint. The primary identifier used in UIs and APIs",exact (case-insensitive),L2-semantic,PASS,,"Both describe the same unique ticker/symbol identifier used for human-readable instrument identification, with the downstream version simply adding format examples.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,Dim_Currency,138,5,Mask,Dictionary.Currency upstream wiki,"Legacy power-of-2 bitmask for original 8 major forex currencies (USD=1, EUR=2, GBP=4, JPY=8, AUD=16, CHF=32, CAD=64, NZD=128). NULL or 0 for all stocks, crypto, commodities, indices. Only used in legacy forex calculations",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Dictionary/Tables/Dictionary.Currency.md,Mask,OLTP-truth,"Legacy bitmask value — power of 2 for original forex instruments. Used by Dictionary.GetCurrency/GetCommodity/GetIndices views to compute ForexType. 0 or NULL for newer instruments (stocks, crypto)",exact (case-insensitive),L2-semantic,PASS,,The downstream description adds specific enumeration detail (the 8 currencies and their bitmask values) but describes the same legacy bitmask quantity and NULL/0 population as the source.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,Dim_Currency,139,6,EEAStockExchange,Dictionary.Currency upstream wiki,"Whether this instrument is listed on a European Economic Area exchange, requiring KID documents under MiFID II PRIIPs regulation. 1=EEA-listed (~216 instruments), 0=not EEA-listed. Affects instrument availability for retail EU users",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Dictionary/Tables/Dictionary.Currency.md,EEAStockExchange,OLTP-truth,Whether listed on a European Economic Area stock exchange. 216 instruments flagged. Triggers MiFID II PRIIPs KID requirements. Default=0,exact (case-insensitive),L2-semantic,PASS,,"Both describe a flag for EEA stock exchange listing that triggers MiFID II PRIIPs KID requirements, with matching default/flag values.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,Dim_Currency,140,7,ISINCode,Dictionary.Currency upstream wiki,"International Securities Identification Number (12-char: 2-char country + 9-char ticker + check digit). Available for stocks and ETFs. NULL for forex, commodities, crypto, and indices. Used for regulatory reporting and cross-system integration",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Dictionary/Tables/Dictionary.Currency.md,ISINCode,OLTP-truth,"International Securities Identification Number. 12-character code for stocks/ETFs (e.g., ""US0378331005"" for Apple). NULL for forex, commodities, indices, most crypto. Used for regulatory reporting and cross-system matching",exact (case-insensitive),L2-semantic,PASS,,"Both descriptions convey the same meaning: a 12-character ISIN code for stocks/ETFs, NULL for other asset classes, used for regulatory reporting and cross-system matching.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,127,1,RealCID,Customer.CustomerStatic,Customer ID - platform-internal primary key. Assigned at registration. Unique within etoro DB. Used as the universal customer identifier across all tables,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,CID,OLTP-truth,Customer ID - platform-internal primary key. Assigned at registration. Unique within etoro DB. Used as the universal customer identifier across all tables,variant 'CID',L2-semantic,PASS,,The downstream description is identical to the source description.,,cached
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,128,2,GCID,Customer.CustomerStatic,Group Customer ID - cross-product identity key linking the same person across eToro products/entities. NULL for older accounts predating GCID introduction,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,GCID,OLTP-truth,Group Customer ID - cross-product identity key linking the same person across eToro products/entities. Indexed via IDX_Customer_Customer_GCID with wide INCLUDE for lookup performance. NULL for older accounts predating GCID introduction,exact (case-insensitive),L2-semantic,PASS,,Both descriptions convey the same business meaning; the downstream version simply omits the internal index implementation detail which is irrelevant to analysts.,,cached
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,130,4,OriginalCID,Customer.CustomerStatic,"Original customer ID from the source provider. Together with OriginalProviderID, enables tracing of migrated accounts. Default=0",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,OriginalCID,OLTP-truth,"Original customer ID from the source provider. Together with OriginalProviderID, enables tracing of migrated accounts. Default=0 (CCST_NULLORIGINAL constraint)",exact (case-insensitive),L2-semantic,PASS,,Both descriptions convey the same business meaning; the omission of the constraint name (CCST_NULLORIGINAL) is an implementation detail that does not change the column's interpretation.,,cached
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,131,5,ID,Customer.CustomerStatic,System GUID for REST API identity. Default=newsequentialid() (sequential for index performance),knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,ID,OLTP-truth,System GUID for REST API identity. Default=newsequentialid() (sequential for index performance). Unique index Idx_CustomerCustomerStaticID,exact (case-insensitive),L2-semantic,PASS,,"The downstream description omits the unique index detail, which is an implementation/physical detail, not a change in business meaning.",,cached
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,132,6,ExternalID,Customer.CustomerStatic,"APEX broker external ID. Decimal(38,0) to accommodate APEX very large numeric ID format",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,ExternalID,OLTP-truth,"APEX broker external ID. Unique index Idx_CustomerCustomerStatic_ExternalID. Decimal(38,0) to accommodate APEX's very large numeric ID format",exact (case-insensitive),L2-semantic,PASS,,"Both describe the same APEX broker external ID with Decimal(38,0) format; the downstream version merely omits the unique index implementation detail.",,cached
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,138,7,UserName,Customer.CustomerStatic,"Customer login username. Unique (case-insensitive, enforced via UserName_LOWER computed column index)",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,UserName,OLTP-truth,"Customer's login username. Unique (case-insensitive, enforced via UserName_LOWER computed column index)",exact (case-insensitive),L2-semantic,PASS,,"Both descriptions convey the same meaning: a unique, case-insensitive customer login username enforced via a computed column index.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,140,9,FirstName,Customer.CustomerStatic,"Legal first name in Unicode. nvarchar supports non-Latin scripts (Cyrillic, Arabic, etc.). Used in LinkedAccountHash1",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,FirstName,OLTP-truth,"Legal first name in Unicode. **Dynamic Data Masking: default().** nvarchar supports non-Latin scripts (Cyrillic, Arabic, etc.). Used in LinkedAccountHash1. See Customer.CustomerLatinName for Latin transliterations",exact (case-insensitive),L2-semantic,PASS,,"Both descriptions convey the same business meaning; the downstream version simply omits the Dynamic Data Masking implementation detail and the cross-reference to CustomerLatinName, neither of which changes the column's semantic meaning for an analyst.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,141,10,LastName,Customer.CustomerStatic,Legal last name in Unicode. Used in LinkedAccountHash1,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,LastName,OLTP-truth,Legal last name in Unicode. **Dynamic Data Masking: default().** nvarchar. Used in LinkedAccountHash1,exact (case-insensitive),L2-semantic,PASS,,Both describe the legal last name in Unicode used in LinkedAccountHash1; omitting the Dynamic Data Masking implementation detail does not change the business meaning.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,142,11,MiddleName,Customer.CustomerStatic,Middle name in Unicode. Added 2018. Included in CustomerVersionUpdate history tracking,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,MiddleName,OLTP-truth,Middle name in Unicode. **Dynamic Data Masking: default().** Added 2018 (changelog: 50094). Included in CustomerVersionUpdate history tracking,exact (case-insensitive),L2-semantic,PASS,,"Both descriptions convey the same business meaning; the downstream version simply omits the Dynamic Data Masking implementation detail and changelog reference, which do not change the column's analytical interpretation.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,143,12,Gender,Customer.CustomerStatic,"Gender: M, F, or U (Unknown). CHECK constraint CCST_GENDER enforces these three values only. Used in LinkedAccountHash1",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,Gender,OLTP-truth,"Gender: 'M', 'F', or 'U' (Unknown). CHECK constraint CCST_GENDER enforces these three values only. Used in LinkedAccountHash1",exact (case-insensitive),L2-semantic,PASS,,"Both descriptions convey identical business meaning with the same allowed values, constraint name, and usage context.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,144,13,BirthDate,Customer.CustomerStatic,Customer date of birth. Used in LinkedAccountHash1 for duplicate detection and in KYC age verification,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,BirthDate,OLTP-truth,Customer date of birth. **Dynamic Data Masking: default().** Used in LinkedAccountHash1 for duplicate detection and in KYC age verification,exact (case-insensitive),L2-semantic,PASS,,Both describe customer date of birth used for LinkedAccountHash1 and KYC; the omission of the Dynamic Data Masking implementation detail does not change business meaning.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,145,14,Email,Customer.CustomerStatic,Customer email address. Unique (case-insensitive via LowerEmail computed column). Email changes trigger Customer.LastChanges update via trigger,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,Email,OLTP-truth,Customer email address. **Dynamic Data Masking: default().** Unique (case-insensitive via LowerEmail computed column). Email changes trigger Customer.LastChanges update via trigger,exact (case-insensitive),L2-semantic,PASS,,"Both describe the same customer email column; the downstream version merely omits the Dynamic Data Masking implementation detail, which does not change the business meaning.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,146,15,Phone,Customer.CustomerStatic,Phone number from production Customer.CustomerStatic,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,Phone,OLTP-truth,Phone number. **Dynamic Data Masking: default().**,exact (case-insensitive),L2-semantic,PASS,,"Both describe the column as a phone number from the same source table; the downstream description simply adds provenance and the source adds a masking note, but the business meaning is identical.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,147,16,IP,Customer.CustomerStatic,Registration IP address,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,IP,OLTP-truth,Registration IP address. **Dynamic Data Masking: default().** Indexed via IX_CustomerStatic_IP,exact (case-insensitive),L2-semantic,PASS,,Both describe the registration IP address; omitting masking and index details does not change the business meaning for an analyst.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,148,17,Zip,Customer.CustomerStatic,Postal code. Used in LinkedAccountHash1,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,Zip,OLTP-truth,Postal code. **Dynamic Data Masking: default().** Used in LinkedAccountHash1,exact (case-insensitive),L2-semantic,PASS,,Both describe the column as a postal code used in LinkedAccountHash1; omitting the dynamic data masking implementation detail does not change the business meaning.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,149,18,City,Customer.CustomerStatic,City in Unicode,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,City,OLTP-truth,City in Unicode. NOT masked (unlike Address/Zip),exact (case-insensitive),L2-semantic,PASS,,The downstream description omits the masking clarification but describes the same column quantity; an analyst would not mis-query.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,150,19,Address,Customer.CustomerStatic,Street address in Unicode,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,Address,OLTP-truth,Street address in Unicode. **Dynamic Data Masking: default().**,exact (case-insensitive),L2-semantic,PASS,,The downstream description matches the source meaning; omitting the Dynamic Data Masking implementation detail does not change the business meaning of the column.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,151,20,BuildingNumber,Customer.CustomerStatic,Building/apartment number. Separate from Address for structured address storage,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,BuildingNumber,OLTP-truth,Building/apartment number. **Dynamic Data Masking: default().** Separate from Address for structured address storage,exact (case-insensitive),L2-semantic,PASS,,"The downstream description matches the source business meaning; the omitted Dynamic Data Masking note is an implementation detail, not a change in the column's semantic meaning.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,157,21,AffiliateID,Customer.CustomerStatic,Affiliate (partner) ID under which the customer was acquired (renamed from SerialID). FK to BackOffice.Affiliate. NULL for direct/organic registrations,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,,,,,L0-unresolved,FAIL,LOW,source wiki found but no matching column row,,Customer.CustomerStatic.md: no column matching 'AffiliateID' (checked 106 rows)
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,158,22,CampaignID,Customer.CustomerStatic,Marketing campaign ID under which the customer was acquired. FK to BackOffice.Campaign. NULL for organically acquired customers,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,CampaignID,OLTP-truth,Marketing campaign,exact (case-insensitive),L2-semantic,PASS,,"The downstream description elaborates on the marketing campaign ID with FK detail and NULL semantics, but the core business meaning (marketing campaign identifier) matches the source.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,160,24,LabelID,Customer.CustomerStatic,Internal segment label. FK to Dictionary.Label. LabelID=26 = BonusOnly customer (triggers IsHedged=0). Default=0,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,LabelID,OLTP-truth,Internal segment label,exact (case-insensitive),L2-semantic,PASS,,The downstream description adds FK detail and a specific label example but the core meaning ('internal segment label') matches the source.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,161,25,BannerID,Customer.CustomerStatic,Advertising banner ID that led to registration. Legacy acquisition tracking,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,BannerID,OLTP-truth,Advertising banner ID that led to registration. Legacy acquisition tracking,exact (case-insensitive),L2-semantic,PASS,,Descriptions are identical.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,162,26,FunnelID,Customer.CustomerStatic,Registration funnel ID. FK to Dictionary.Funnel. Tracks which user journey/funnel variant the customer came through. NULL when not tracked,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,FunnelID,OLTP-truth,Registration funnel,exact (case-insensitive),L2-semantic,PASS,,"The downstream description elaborates on the registration funnel with FK detail and NULL behavior, but the core business meaning (registration funnel identifier) matches the source.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,163,27,FunnelFromID,Customer.CustomerStatic,Source funnel variant ID tracking where the customer came from within the acquisition funnel,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,FunnelFromID,OLTP-truth,Source funnel variant ID tracking where the customer came from within the acquisition funnel. Indexed via Idx_Customer_CustomerStatic_CID INCLUDE,exact (case-insensitive),L2-semantic,PASS,,The downstream description matches the source meaning; the omitted index implementation detail does not change the business interpretation.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,164,28,DownloadID,Customer.CustomerStatic,Platform download source ID. Legacy tracking for which platform installer the customer used,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,DownloadID,OLTP-truth,Platform download source ID. Legacy tracking for which platform installer the customer used,exact (case-insensitive),L2-semantic,PASS,,Descriptions are identical.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,165,29,ReferralID,Customer.CustomerStatic,Referral CID - the customer who referred this customer (for RAF program tracking),knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,ReferralID,OLTP-truth,Referral CID - the customer who referred this customer (for RAF program tracking). Filtered index IXFiltered_CustomerStatic_ReferralID covers only ReferralID > 0,exact (case-insensitive),L2-semantic,PASS,,"The downstream description matches the source business meaning; the omitted filtered-index detail is an implementation/physical-storage note, not a change in what the column represents.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,166,30,SubSerialID,Customer.CustomerStatic,Sub-affiliate identifier string. Can be up to 1024 chars for complex affiliate tracking paths,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,SubSerialID,OLTP-truth,Sub-affiliate identifier string. Can be up to 1024 chars for complex affiliate tracking paths,exact (case-insensitive),L2-semantic,PASS,,The downstream description is identical to the source description.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,172,31,RegisteredReal,Customer.CustomerStatic,Account registration date (renamed from Registered). Default=getdate(),knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,,,,,L0-unresolved,FAIL,LOW,source wiki found but no matching column row,,Customer.CustomerStatic.md: no column matching 'RegisteredReal' (checked 106 rows)
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,174,33,AccountExpirationDate,Customer.CustomerStatic,Expiration date for demo or time-limited accounts. NULL for standard real-money accounts,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,AccountExpirationDate,OLTP-truth,Expiration date for demo or time-limited accounts. NULL for standard real-money accounts,exact (case-insensitive),L2-semantic,PASS,,Descriptions are identical and convey the same business meaning.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,175,34,AccountStatusID,Customer.CustomerStatic,Account operational status. Default=1 (Active/Normal). 2=Closed or Restricted,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,AccountStatusID,OLTP-truth,Account operational status. Default=1 (Active/Normal). 2=Closed or Restricted. 5.6% NULL (pre-AccountStatusID era accounts). Indexed via Idx_Customer_Customer_AccountStatusID,exact (case-insensitive),L2-semantic,PASS,,Downstream description captures the same business meaning; omitting NULL-rate statistics and index metadata does not change how an analyst would interpret or query the column.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,176,35,PlayerStatusID,Customer.CustomerStatic,"Compliance and trading account status. FK to Dictionary.PlayerStatus. 1=Active/Registered (97.5% of accounts); other values indicate restricted, closed, banned, or special states. Default=0",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,PlayerStatusID,OLTP-truth,Account status,exact (case-insensitive),L2-semantic,PASS,,"The downstream description elaborates on the account status with FK details and value distribution, but the core meaning — account status — matches the source.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,177,36,PlayerStatusReasonID,Customer.CustomerStatic,Reason code for current PlayerStatusID. Provides the why behind a non-Active status,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,PlayerStatusReasonID,OLTP-truth,"Reason code for current PlayerStatusID. Provides the ""why"" behind a non-Active status",exact (case-insensitive),L2-semantic,PASS,,"Descriptions are identical in meaning, differing only in the omission of quotation marks around 'why'.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,178,37,PlayerStatusSubReasonID,Customer.CustomerStatic,Sub-reason code for PlayerStatus (hierarchical). FK to Dictionary.PlayerStatusSubReasons. Added 2022 (COINF-1989),knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,PlayerStatusSubReasonID,OLTP-truth,Status sub-reason,exact (case-insensitive),L2-semantic,PASS,,Both describe the same column as a sub-reason identifier for player status; the downstream version adds helpful FK and ticket context without changing the business meaning.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,179,38,PendingClosureStatusID,Customer.CustomerStatic,Status in the pending closure workflow. Default=1 (no pending closure). Updated when customer requests account closure,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,PendingClosureStatusID,OLTP-truth,Status in the pending closure workflow. Default=1 (no pending closure). Updated when customer requests account closure,exact (case-insensitive),L2-semantic,PASS,,Descriptions are identical.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,180,39,PlayerLevelID,Customer.CustomerStatic,Customer experience/permission level. FK to Dictionary.PlayerLevel. 1=Standard (94%); 4=Popular Investor; 7=VIP. Determines available features and risk limits. Default=0,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,PlayerLevelID,OLTP-truth,Player experience level,exact (case-insensitive),L2-semantic,PASS,,"Both describe the player/customer experience level; the downstream description adds FK detail, enum values, and business context but refers to the same quantity.",,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,181,40,AccountTypeID,BackOffice.Customer,"Customer account classification. Default=1 (real retail account). Distribution: 1=18.614M, 0=44K, 2=37K, 6=17K, others <6K",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,AccountTypeID,OLTP-truth,"Customer account classification. DEFAULT=1 (real retail account). Distribution: 1=18.614M, 0=44K, 2=37K, 6=17K, others <6K. The filtered NC index on AccountTypeID=9 suggests type 9 is a frequently-queried special account type",exact (case-insensitive),L2-semantic,PASS,,Both describe the same account classification column with matching semantics; the downstream version simply omits the implementation detail about the NC index on type 9.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,190,44,RegulationID,BackOffice.Customer,"Regulatory entity governing this account. FK to Dictionary.Regulation. Top values: CySEC=7.39M, BVI=7.30M, FCA=1.17M. Changes trigger RegulationChangeDate update",knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,RegulationID,OLTP-truth,Primary regulatory entity,exact (case-insensitive),L2-semantic,PASS,,Both describe the regulatory entity associated with the account; the downstream version adds FK reference and distribution detail without changing the business meaning.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,191,45,DesignatedRegulationID,BackOffice.Customer,Secondary/override regulation for accounts subject to multiple jurisdictions. FK to Dictionary.Regulation,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,DesignatedRegulationID,OLTP-truth,Secondary/override regulation,exact (case-insensitive),L2-semantic,PASS,,The downstream description adds context about multiple jurisdictions and the FK reference but the core meaning—secondary/override regulation—matches the source.,,
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,Dim_Customer,192,46,RegulationChangeDate,BackOffice.Customer,Timestamp when RegulationID was last changed. Updated automatically by the CustomerHistoryUpdate trigger. NULL if never changed since creation,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,RegulationChangeDate,OLTP-truth,Timestamp when RegulationID was last changed. Updated automatically by the CustomerHistoryUpdate trigger on RegulationID changes. NULL if never changed since account creation,exact (case-insensitive),L2-semantic,PASS,,"Both descriptions convey the same meaning; the downstream version merely omits the minor detail that the trigger fires specifically on RegulationID changes, which does not alter the column's business interpretation.",,
